emb_units,lstm_units,dropout,l_rate,replication,sparse_categorical_accuracy
128.0,500.0,0.8,0.001,2.0,0.3653241991996765
32.0,100.0,0.6,0.001,2.0,0.3930305540561676
64.0,400.0,0.8,0.001,1.0,0.36760926246643066
128.0,400.0,0.6,0.001,2.0,0.2839188873767853
32.0,500.0,0.8,0.001,1.0,0.3536132574081421
64.0,400.0,0.8,0.001,2.0,0.36503857374191284
32.0,400.0,0.8,0.001,3.0,0.3744644522666931
32.0,300.0,0.6,0.001,1.0,0.3119108974933624
64.0,100.0,0.8,0.001,3.0,0.3958868980407715
32.0,200.0,0.6,0.001,2.0,0.3607540726661682
32.0,100.0,0.8,0.001,1.0,0.3941730856895447
128.0,100.0,0.8,0.001,3.0,0.38788917660713196
32.0,100.0,0.6,0.001,1.0,0.3910311460494995
96.0,400.0,0.8,0.001,3.0,0.3701799511909485
32.0,100.0,0.6,0.001,3.0,0.38503286242485046
96.0,200.0,0.8,0.001,2.0,0.39645814895629883
32.0,200.0,0.8,0.001,3.0,0.38903170824050903
96.0,600.0,0.8,0.001,2.0,0.34761497378349304
96.0,200.0,0.8,0.001,1.0,0.38160526752471924
64.0,600.0,0.8,0.001,2.0,0.3444730043411255
