emb_units,lstm_units,dropout,l_rate,replication,sparse_categorical_accuracy
128.0,600.0,0.6,0.001,3.0,0.31619536876678467
128.0,100.0,0.6,0.001,1.0,0.3956012427806854
96.0,400.0,0.8,0.001,1.0,0.38988861441612244
128.0,200.0,0.8,0.001,1.0,0.39531561732292175
128.0,500.0,0.8,0.001,2.0,0.38360467553138733
32.0,100.0,0.6,0.001,2.0,0.4001713693141937
64.0,400.0,0.8,0.001,1.0,0.3793202042579651
128.0,400.0,0.6,0.001,2.0,0.3133390545845032
32.0,500.0,0.8,0.001,1.0,0.37075120210647583
64.0,400.0,0.8,0.001,2.0,0.38903170824050903
32.0,400.0,0.8,0.001,3.0,0.3793202042579651
32.0,300.0,0.6,0.001,1.0,0.3470436930656433
64.0,100.0,0.8,0.001,3.0,0.38988861441612244
32.0,200.0,0.6,0.001,2.0,0.3767494857311249
32.0,100.0,0.8,0.001,1.0,0.38417595624923706
128.0,100.0,0.8,0.001,3.0,0.3947443664073944
32.0,100.0,0.6,0.001,1.0,0.38531848788261414
96.0,400.0,0.8,0.001,3.0,0.3864610195159912
32.0,100.0,0.6,0.001,3.0,0.3867466449737549
96.0,200.0,0.8,0.001,2.0,0.3993144929409027
32.0,200.0,0.8,0.001,3.0,0.39645814895629883
96.0,600.0,0.8,0.001,2.0,0.3776063919067383
96.0,200.0,0.8,0.001,1.0,0.3984575867652893
64.0,600.0,0.8,0.001,2.0,0.3616109788417816
