emb_units,lstm_units,dropout,l_rate,replication,sparse_categorical_accuracy
96.0,300.0,0.8,0.001,2.0,0.3767494857311249
128.0,300.0,0.6,0.001,2.0,0.3441873788833618
64.0,500.0,0.8,0.001,3.0,0.35932591557502747
96.0,300.0,0.8,0.001,3.0,0.38531848788261414
64.0,300.0,0.6,0.001,3.0,0.33361896872520447
96.0,300.0,0.6,0.001,2.0,0.33361896872520447
32.0,600.0,0.8,0.001,1.0,0.3444730043411255
32.0,100.0,0.8,0.001,2.0,0.38817480206489563
96.0,300.0,0.6,0.001,3.0,0.3404741585254669
128.0,400.0,0.6,0.001,1.0,0.315909743309021
96.0,500.0,0.8,0.001,2.0,0.35961154103279114
96.0,200.0,0.6,0.001,3.0,0.35418450832366943
32.0,600.0,0.6,0.001,2.0,0.2790631353855133
32.0,300.0,0.6,0.001,3.0,0.34275922179222107
96.0,600.0,0.8,0.001,3.0,0.32904884219169617
64.0,300.0,0.8,0.001,2.0,0.3864610195159912
32.0,500.0,0.6,0.001,1.0,0.3176235258579254
64.0,100.0,0.6,0.001,3.0,0.3858897387981415
96.0,200.0,0.6,0.001,2.0,0.3698943257331848
32.0,400.0,0.6,0.001,1.0,0.31619536876678467
128.0,100.0,0.8,0.001,1.0,0.39074549078941345
96.0,400.0,0.6,0.001,3.0,0.3073407709598541
96.0,500.0,0.8,0.001,3.0,0.36875179409980774
96.0,200.0,0.8,0.001,3.0,0.39331620931625366
128.0,600.0,0.8,0.001,1.0,0.3536132574081421
128.0,600.0,0.6,0.001,2.0,0.2939160168170929
128.0,100.0,0.8,0.001,2.0,0.3913167715072632
32.0,300.0,0.6,0.001,2.0,0.3399028778076172
64.0,600.0,0.6,0.001,3.0,0.2599257230758667
128.0,500.0,0.8,0.001,1.0,0.37132248282432556
96.0,600.0,0.6,0.001,1.0,0.2864895761013031
64.0,100.0,0.8,0.001,2.0,0.3873178958892822
64.0,300.0,0.8,0.001,3.0,0.3884604275226593
96.0,600.0,0.6,0.001,2.0,0.2836332619190216
128.0,300.0,0.8,0.001,1.0,0.38360467553138733
64.0,200.0,0.6,0.001,2.0,0.36246785521507263
128.0,600.0,0.6,0.001,1.0,0.2922022342681885
96.0,300.0,0.6,0.001,1.0,0.3379034698009491
64.0,300.0,0.6,0.001,1.0,0.3490431308746338
64.0,500.0,0.6,0.001,3.0,0.32076549530029297
64.0,400.0,0.8,0.001,3.0,0.37217938899993896
128.0,600.0,0.8,0.001,2.0,0.36503857374191284
64.0,400.0,0.6,0.001,2.0,0.33733218908309937
96.0,600.0,0.8,0.001,1.0,0.36246785521507263
64.0,500.0,0.8,0.001,2.0,0.37332192063331604
64.0,500.0,0.6,0.001,1.0,0.3167666494846344
128.0,300.0,0.6,0.001,3.0,0.3479005992412567
128.0,400.0,0.6,0.001,3.0,0.3259068727493286
32.0,500.0,0.8,0.001,2.0,0.3636103868484497
64.0,100.0,0.6,0.001,1.0,0.3864610195159912
32.0,200.0,0.6,0.001,1.0,0.3636103868484497
128.0,300.0,0.8,0.001,3.0,0.3838903307914734
32.0,100.0,0.8,0.001,3.0,0.37532132863998413
64.0,200.0,0.6,0.001,3.0,0.37217938899993896
128.0,200.0,0.6,0.001,2.0,0.3636103868484497
128.0,100.0,0.6,0.001,2.0,0.37789201736450195
128.0,500.0,0.6,0.001,2.0,0.3304769992828369
96.0,600.0,0.6,0.001,3.0,0.28620395064353943
32.0,200.0,0.6,0.001,3.0,0.3490431308746338
96.0,400.0,0.6,0.001,2.0,0.3064838647842407
64.0,300.0,0.8,0.001,1.0,0.38046273589134216
64.0,600.0,0.6,0.001,2.0,0.29420164227485657
128.0,600.0,0.6,0.001,3.0,0.3096258342266083
128.0,100.0,0.6,0.001,1.0,0.37160810828208923
96.0,400.0,0.8,0.001,1.0,0.38503286242485046
128.0,200.0,0.8,0.001,1.0,0.39702942967414856
128.0,500.0,0.8,0.001,2.0,0.3690374195575714
32.0,100.0,0.6,0.001,2.0,0.38817480206489563
64.0,400.0,0.8,0.001,1.0,0.3673236072063446
128.0,400.0,0.6,0.001,2.0,0.3296201229095459
32.0,500.0,0.8,0.001,1.0,0.3664667308330536
64.0,400.0,0.8,0.001,2.0,0.37503570318222046
32.0,400.0,0.8,0.001,3.0,0.37132248282432556
32.0,300.0,0.6,0.001,1.0,0.33447587490081787
64.0,100.0,0.8,0.001,3.0,0.3930305540561676
32.0,200.0,0.6,0.001,2.0,0.3664667308330536
32.0,100.0,0.8,0.001,1.0,0.3893173336982727
128.0,100.0,0.8,0.001,3.0,0.38074836134910583
32.0,100.0,0.6,0.001,1.0,0.3776063919067383
96.0,400.0,0.8,0.001,3.0,0.37703514099121094
32.0,100.0,0.6,0.001,3.0,0.3738931715488434
96.0,200.0,0.8,0.001,2.0,0.39531561732292175
32.0,200.0,0.8,0.001,3.0,0.4004570245742798
96.0,600.0,0.8,0.001,2.0,0.35961154103279114
96.0,200.0,0.8,0.001,1.0,0.39074549078941345
64.0,600.0,0.8,0.001,2.0,0.35875463485717773
