emb_units,lstm_units,dropout,l_rate,replication,sparse_categorical_accuracy
64.0,100.0,0.8,0.001,2.0,0.3947443664073944
64.0,300.0,0.8,0.001,3.0,0.3744644522666931
96.0,600.0,0.6,0.001,2.0,0.2899171710014343
128.0,300.0,0.8,0.001,1.0,0.3941730856895447
64.0,200.0,0.6,0.001,2.0,0.36589545011520386
128.0,600.0,0.6,0.001,1.0,0.29705798625946045
96.0,300.0,0.6,0.001,1.0,0.3433304727077484
64.0,300.0,0.6,0.001,1.0,0.32562124729156494
64.0,500.0,0.6,0.001,3.0,0.30819764733314514
64.0,400.0,0.8,0.001,3.0,0.3810339868068695
128.0,600.0,0.8,0.001,2.0,0.35789772868156433
64.0,400.0,0.6,0.001,2.0,0.31819480657577515
96.0,600.0,0.8,0.001,1.0,0.3636103868484497
64.0,500.0,0.8,0.001,2.0,0.3653241991996765
64.0,500.0,0.6,0.001,1.0,0.2939160168170929
128.0,300.0,0.6,0.001,3.0,0.3104827105998993
128.0,400.0,0.6,0.001,3.0,0.311053991317749
32.0,500.0,0.8,0.001,2.0,0.3507569134235382
64.0,100.0,0.6,0.001,1.0,0.39160239696502686
32.0,200.0,0.6,0.001,1.0,0.3776063919067383
128.0,300.0,0.8,0.001,3.0,0.3893173336982727
32.0,100.0,0.8,0.001,3.0,0.38703227043151855
64.0,200.0,0.6,0.001,3.0,0.352470725774765
128.0,200.0,0.6,0.001,2.0,0.36418166756629944
128.0,100.0,0.6,0.001,2.0,0.3864610195159912
128.0,500.0,0.6,0.001,2.0,0.285347044467926
96.0,600.0,0.6,0.001,3.0,0.27049413323402405
32.0,200.0,0.6,0.001,3.0,0.36303913593292236
96.0,400.0,0.6,0.001,2.0,0.3193373382091522
64.0,300.0,0.8,0.001,1.0,0.38503286242485046
64.0,600.0,0.6,0.001,2.0,0.29048842191696167
128.0,600.0,0.6,0.001,3.0,0.2607826292514801
128.0,100.0,0.6,0.001,1.0,0.3864610195159912
96.0,400.0,0.8,0.001,1.0,0.38531848788261414
128.0,200.0,0.8,0.001,1.0,0.39274492859840393
128.0,500.0,0.8,0.001,2.0,0.38360467553138733
32.0,100.0,0.6,0.001,2.0,0.37960582971572876
64.0,400.0,0.8,0.001,1.0,0.3764638602733612
128.0,400.0,0.6,0.001,2.0,0.2993430495262146
32.0,500.0,0.8,0.001,1.0,0.3673236072063446
64.0,400.0,0.8,0.001,2.0,0.37589260935783386
32.0,400.0,0.8,0.001,3.0,0.37303626537323
32.0,300.0,0.6,0.001,1.0,0.3304769992828369
64.0,100.0,0.8,0.001,3.0,0.3856041133403778
32.0,200.0,0.6,0.001,2.0,0.37989145517349243
32.0,100.0,0.8,0.001,1.0,0.3856041133403778
128.0,100.0,0.8,0.001,3.0,0.38988861441612244
32.0,100.0,0.6,0.001,1.0,0.39360183477401733
96.0,400.0,0.8,0.001,3.0,0.37960582971572876
32.0,100.0,0.6,0.001,3.0,0.3744644522666931
96.0,200.0,0.8,0.001,2.0,0.4001713693141937
32.0,200.0,0.8,0.001,3.0,0.38903170824050903
96.0,600.0,0.8,0.001,2.0,0.3490431308746338
96.0,200.0,0.8,0.001,1.0,0.38531848788261414
64.0,600.0,0.8,0.001,2.0,0.36503857374191284
