c_id;item_name;item_code
5726.0;MATSAM5A7463EE3C1A5;8597.0
5726.0;MATSAM5A7463EE3C1A5;8597.0
3327.0;MATSAM5A7463EE3C1A5;8597.0
11991.0;MATINF5A61FBB572173;8077.0
5735.0;MATHUA5A731DFC8C5D7;8168.0
11886.0;MATHUA5A731DFC8C5D7;8168.0
219.0;MATINF5A82CE2F20D8F;8334.0
11991.0;MATINF5A82CE2F20D8F;8334.0
11098.0;BAGDOV5A099F4EF3FFA;7479.0
3327.0;MATHUA5A731DFC8C5D7;8168.0
12029.0;HASQAR5A9509140D5A0;8688.0
12029.0;MATSHO59F82FBAC8B8B;6875.0
11991.0;MATINF5A61FBB8820B3;8107.0
12029.0;MOR59F333319808D;5509.0
5585.0;APPEXP59D49D4BEE741;5322.0
5585.0;MOR5A816ECA30809;8468.0
5585.0;PSO5A434829C02CA;7901.0
900.0;WOFGUL59AD7D126731B;8214.0
6427.0;APPEXP59D49D4BEE741;5322.0
6427.0;PSO5A434829C02CA;7901.0
6427.0;MOR5A816ECA30809;8468.0
6404.0;WOFIMA5A02A7C6E90DA;7493.0
10863.0;APPDAW5A802A7DAD4DF;8348.0
5216.0;WOFVST5A93B3459E903;8620.0
5216.0;WOFIMA59AD8F3776FC4;5034.0
11563.0;APPSUP5A321B74C0685;8902.0
11276.0;BAGDOV5A099F4EF3FFA;7479.0
1434.0;BAGDOV5A099F4EF3FFA;7479.0
1434.0;KNO59D64DAC18B6C;5175.0
1434.0;KNO59D64DAF36939;5176.0
1434.0;SOF5A74618DCE073;8350.0
1434.0;SOF5A74618F1CD83;8351.0
6948.0;WOFGUL59C24CF5419A6;8884.0
6948.0;BAGSAE5A002F0A16016;6119.0
11365.0;BAGDOV5A099F4EF3FFA;7479.0
11365.0;BAGSUN5A9413AFB8484;8662.0
11365.0;SOGAMB5A2E67122360F;7687.0
10605.0;MATHAR5A583C3B9A0CA;8169.0
9983.0;MOR59F333319808D;5509.0
9983.0;KNO59D64DAF36939;5176.0
1579.0;WOFVST5A93B3459E903;8620.0
1579.0;SOF5A74618DCE073;8350.0
2629.0;APPCAM59BA8ECCD23F0;5574.0
1960.0;WOFGUL59ACD1BB6E6B1;7663.0
9983.0;MOR59F333319808D;5509.0
9983.0;KNO59D64DAF36939;5176.0
9983.0;MOR59F333319808D;5509.0
9983.0;KNO59D64DAF36939;5176.0
9983.0;MOR59F333319808D;5509.0
9983.0;KNO59D64DAF36939;5176.0
9983.0;MOR59F333319808D;5509.0
9983.0;KNO59D64DAF36939;5176.0
5516.0;MATHUA5A73146142571;8664.0
5516.0;SOGALM5A8BD55915F08;8606.0
1462.0;WOFGUL59B93A735F340;8017.0
1462.0;HASQAR5A618CC063535;8103.0
1462.0;HASQAR5AA75A531696E;8782.0
8663.0;KABNAD59E0AB2785384;6211.0
8663.0;KABNAD59E0AB2AB1782;6406.0
5425.0;APPORI59DDDAB79889D;8921.0
1553.0;WOFVST5A93B3459E903;8620.0
7172.0;MATSAM5A7463EE3C1A5;8597.0
4268.0;WOFGUL59C24CF5419A6;8884.0
4268.0;WOFGUL59BAAAB7269EE;8144.0
5965.0;MATSAM5A7463EE3C1A5;8597.0
2724.0;MATSAM5A81910170A08;8730.0
7391.0;APPDAW59E0BC5C6B1E7;5409.0
10357.0;WOFGUL59AD7DB2379AC;7565.0
8495.0;MATSAM5A7463EE3C1A5;8597.0
706.0;MOR5A816ECA30809;8468.0
706.0;BAGVEE5A86819211057;8463.0
706.0;DET59F31AB0BCEDF;6478.0
11150.0;APPGAB59F8AEE1E5325;5746.0
