model_num,rnn_style,emb_units,rnn_units,drop_rate,l_rate,replication,accuracy
4.0,lstm,96.0,100.0,0.8,0.001,1.0,0.39074549078941345
4.0,lstm,64.0,500.0,0.6,0.001,2.0,0.30448442697525024
4.0,lstm,96.0,100.0,0.6,0.001,1.0,0.3838903307914734
4.0,lstm,32.0,200.0,0.8,0.001,1.0,0.38160526752471924
4.0,lstm,64.0,300.0,0.6,0.001,1.0,0.29991430044174194
4.0,lstm,96.0,600.0,0.6,0.001,1.0,0.29705798625946045
4.0,lstm,32.0,500.0,0.8,0.001,1.0,0.36303913593292236
4.0,lstm,128.0,500.0,0.6,0.001,2.0,0.2993430495262146
4.0,lstm,128.0,200.0,0.8,0.001,2.0,0.3947443664073944
4.0,lstm,96.0,200.0,0.8,0.001,1.0,0.38503286242485046
4.0,lstm,96.0,200.0,0.6,0.001,1.0,0.3718937337398529
4.0,lstm,96.0,300.0,0.6,0.001,1.0,0.3407597839832306
5.0,lstm,32.0,300.0,0.6,0.001,2.0,0.33304768800735474
5.0,lstm,32.0,100.0,0.6,0.001,2.0,0.37589260935783386
5.0,lstm,64.0,400.0,0.8,0.001,2.0,0.38160526752471924
5.0,lstm,64.0,200.0,0.6,0.001,2.0,0.35789772868156433
5.0,lstm,96.0,300.0,0.8,0.001,1.0,0.3813196122646332
5.0,lstm,64.0,200.0,0.8,0.001,2.0,0.378177672624588
5.0,lstm,96.0,200.0,0.8,0.001,2.0,0.3901742398738861
5.0,lstm,64.0,300.0,0.6,0.001,2.0,0.31448158621788025
5.0,lstm,32.0,300.0,0.6,0.001,1.0,0.31905171275138855
5.0,lstm,96.0,500.0,0.8,0.001,1.0,0.36303913593292236
5.0,lstm,128.0,400.0,0.8,0.001,2.0,0.38046273589134216
5.0,lstm,96.0,400.0,0.6,0.001,1.0,0.3087689280509949
5.0,lstm,96.0,500.0,0.6,0.001,2.0,0.25849756598472595
5.0,lstm,128.0,300.0,0.6,0.001,2.0,0.3324764370918274
5.0,lstm,32.0,600.0,0.6,0.001,1.0,0.27420738339424133
5.0,lstm,32.0,600.0,0.8,0.001,2.0,0.3544701635837555
5.0,lstm,96.0,300.0,0.8,0.001,2.0,0.3747500777244568
5.0,lstm,64.0,400.0,0.8,0.001,1.0,0.38160526752471924
5.0,lstm,64.0,600.0,0.6,0.001,2.0,0.2856326699256897
5.0,lstm,32.0,400.0,0.6,0.001,1.0,0.3150528371334076
5.0,lstm,128.0,400.0,0.6,0.001,1.0,0.3279063105583191
5.0,lstm,128.0,500.0,0.8,0.001,2.0,0.37217938899993896
5.0,lstm,32.0,200.0,0.8,0.001,2.0,0.38903170824050903
5.0,lstm,128.0,100.0,0.6,0.001,1.0,0.3701799511909485
5.0,lstm,96.0,600.0,0.6,0.001,2.0,0.2993430495262146
5.0,lstm,128.0,300.0,0.8,0.001,2.0,0.3918880224227905
5.0,lstm,32.0,100.0,0.6,0.001,1.0,0.36960867047309875
5.0,lstm,96.0,100.0,0.6,0.001,2.0,0.3756069839000702
5.0,lstm,96.0,300.0,0.6,0.001,1.0,0.3224792778491974
5.0,lstm,64.0,400.0,0.6,0.001,1.0,0.30819764733314514
5.0,lstm,64.0,500.0,0.8,0.001,1.0,0.3647529184818268
5.0,lstm,96.0,100.0,0.8,0.001,2.0,0.38046273589134216
5.0,lstm,128.0,500.0,0.6,0.001,1.0,0.2810625433921814
5.0,lstm,128.0,200.0,0.6,0.001,2.0,0.34675806760787964
5.0,lstm,128.0,400.0,0.8,0.001,1.0,0.3756069839000702
5.0,lstm,32.0,300.0,0.8,0.001,1.0,0.38360467553138733
5.0,lstm,128.0,300.0,0.6,0.001,1.0,0.32190802693367004
5.0,lstm,128.0,200.0,0.8,0.001,2.0,0.39331620931625366
5.0,lstm,32.0,100.0,0.8,0.001,1.0,0.37160810828208923
5.0,lstm,64.0,200.0,0.8,0.001,1.0,0.39360183477401733
5.0,lstm,64.0,500.0,0.6,0.001,2.0,0.2633533179759979
5.0,lstm,64.0,600.0,0.6,0.001,1.0,0.2716366648674011
5.0,lstm,96.0,600.0,0.8,0.001,1.0,0.3570408523082733
5.0,lstm,64.0,100.0,0.8,0.001,1.0,0.38160526752471924
5.0,lstm,32.0,200.0,0.6,0.001,1.0,0.35932591557502747
5.0,lstm,128.0,100.0,0.6,0.001,2.0,0.36418166756629944
5.0,lstm,32.0,400.0,0.8,0.001,1.0,0.3607540726661682
5.0,lstm,128.0,500.0,0.8,0.001,1.0,0.3616109788417816
5.0,lstm,64.0,100.0,0.6,0.001,1.0,0.3901742398738861
5.0,lstm,64.0,500.0,0.6,0.001,1.0,0.29163095355033875
5.0,lstm,96.0,200.0,0.6,0.001,2.0,0.3636103868484497
5.0,lstm,64.0,100.0,0.6,0.001,2.0,0.38074836134910583
5.0,lstm,128.0,600.0,0.6,0.001,1.0,0.27763494849205017
5.0,lstm,96.0,500.0,0.8,0.001,2.0,0.3598971664905548
5.0,lstm,32.0,200.0,0.6,0.001,2.0,0.37217938899993896
5.0,lstm,96.0,400.0,0.8,0.001,2.0,0.3801770806312561
5.0,lstm,32.0,400.0,0.8,0.001,2.0,0.3601827919483185
5.0,lstm,96.0,600.0,0.8,0.001,2.0,0.3656098246574402
5.0,lstm,96.0,500.0,0.6,0.001,1.0,0.2847757637500763
5.0,lstm,96.0,200.0,0.8,0.001,1.0,0.3893173336982727
5.0,lstm,96.0,600.0,0.6,0.001,1.0,0.2716366648674011
5.0,lstm,128.0,100.0,0.8,0.001,2.0,0.37874892354011536
5.0,lstm,32.0,500.0,0.6,0.001,2.0,0.28249073028564453
5.0,lstm,96.0,100.0,0.8,0.001,1.0,0.37589260935783386
5.0,lstm,128.0,200.0,0.6,0.001,1.0,0.3444730043411255
5.0,lstm,32.0,500.0,0.8,0.001,1.0,0.3693230450153351
5.0,lstm,64.0,600.0,0.8,0.001,2.0,0.35218510031700134
5.0,lstm,96.0,400.0,0.6,0.001,2.0,0.2867752015590668
5.0,lstm,64.0,100.0,0.8,0.001,2.0,0.37789201736450195
5.0,lstm,128.0,600.0,0.8,0.001,1.0,0.35961154103279114
5.0,lstm,64.0,300.0,0.8,0.001,2.0,0.39160239696502686
5.0,lstm,32.0,100.0,0.8,0.001,2.0,0.3756069839000702
5.0,lstm,32.0,500.0,0.6,0.001,1.0,0.2839188873767853
5.0,lstm,96.0,200.0,0.6,0.001,1.0,0.35018566250801086
5.0,lstm,64.0,400.0,0.6,0.001,2.0,0.30705511569976807
5.0,lstm,64.0,600.0,0.8,0.001,1.0,0.36418166756629944
5.0,lstm,96.0,300.0,0.6,0.001,2.0,0.3276206851005554
5.0,lstm,128.0,600.0,0.8,0.001,2.0,0.35589832067489624
5.0,lstm,128.0,200.0,0.8,0.001,1.0,0.38531848788261414
5.0,lstm,96.0,100.0,0.6,0.001,1.0,0.39445874094963074
5.0,lstm,128.0,600.0,0.6,0.001,2.0,0.2590688467025757
5.0,lstm,96.0,400.0,0.8,0.001,1.0,0.37960582971572876
5.0,lstm,128.0,500.0,0.6,0.001,2.0,0.2673521935939789
5.0,lstm,64.0,200.0,0.6,0.001,1.0,0.36303913593292236
5.0,lstm,64.0,300.0,0.8,0.001,1.0,0.3864610195159912
5.0,lstm,64.0,500.0,0.8,0.001,2.0,0.35475578904151917
5.0,lstm,32.0,600.0,0.6,0.001,2.0,0.25221365690231323
5.0,lstm,32.0,200.0,0.8,0.001,1.0,0.393887460231781
5.0,lstm,32.0,300.0,0.8,0.001,2.0,0.3827477991580963
5.0,lstm,128.0,300.0,0.8,0.001,1.0,0.38074836134910583
5.0,lstm,128.0,400.0,0.6,0.001,2.0,0.311053991317749
5.0,lstm,32.0,600.0,0.8,0.001,1.0,0.35475578904151917
5.0,lstm,32.0,400.0,0.6,0.001,2.0,0.3141959309577942
5.0,lstm,128.0,100.0,0.8,0.001,1.0,0.37332192063331604
5.0,lstm,32.0,500.0,0.8,0.001,2.0,0.3784632980823517
5.0,lstm,64.0,300.0,0.6,0.001,1.0,0.3433304727077484
6.0,lstm,32.0,100.0,0.8,0.001,2.0,0.37417879700660706
6.0,lstm,128.0,600.0,0.6,0.001,1.0,0.2782062292098999
6.0,lstm,64.0,100.0,0.6,0.001,2.0,0.3793202042579651
6.0,lstm,64.0,300.0,0.6,0.001,2.0,0.34675806760787964
6.0,lstm,128.0,300.0,0.6,0.001,1.0,0.3156241178512573
6.0,lstm,96.0,200.0,0.8,0.001,1.0,0.3950299918651581
6.0,lstm,32.0,500.0,0.8,0.001,2.0,0.3698943257331848
6.0,lstm,64.0,100.0,0.6,0.001,1.0,0.3893173336982727
6.0,lstm,128.0,300.0,0.8,0.001,2.0,0.38988861441612244
6.0,lstm,32.0,100.0,0.6,0.001,2.0,0.39360183477401733
6.0,lstm,64.0,100.0,0.8,0.001,1.0,0.38531848788261414
6.0,lstm,64.0,400.0,0.6,0.001,2.0,0.31276777386665344
6.0,lstm,96.0,100.0,0.6,0.001,2.0,0.37160810828208923
6.0,lstm,96.0,300.0,0.6,0.001,2.0,0.34647244215011597
6.0,lstm,32.0,200.0,0.8,0.001,2.0,0.3813196122646332
6.0,lstm,32.0,200.0,0.6,0.001,2.0,0.36046844720840454
6.0,lstm,64.0,200.0,0.8,0.001,1.0,0.3958868980407715
6.0,lstm,96.0,600.0,0.6,0.001,2.0,0.27306485176086426
6.0,lstm,96.0,300.0,0.6,0.001,1.0,0.35018566250801086
6.0,lstm,32.0,400.0,0.8,0.001,1.0,0.3610396981239319
6.0,lstm,128.0,200.0,0.8,0.001,2.0,0.39731505513191223
6.0,lstm,64.0,300.0,0.6,0.001,1.0,0.34761497378349304
6.0,lstm,32.0,300.0,0.6,0.001,1.0,0.34304484724998474
6.0,lstm,96.0,300.0,0.8,0.001,2.0,0.37703514099121094
6.0,lstm,64.0,600.0,0.8,0.001,2.0,0.35961154103279114
6.0,lstm,64.0,400.0,0.8,0.001,2.0,0.3701799511909485
6.0,lstm,32.0,500.0,0.6,0.001,1.0,0.30248501896858215
6.0,lstm,96.0,600.0,0.6,0.001,1.0,0.28134819865226746
6.0,lstm,96.0,100.0,0.8,0.001,1.0,0.38817480206489563
6.0,lstm,128.0,200.0,0.6,0.001,2.0,0.37332192063331604
6.0,lstm,64.0,500.0,0.8,0.001,2.0,0.36503857374191284
6.0,lstm,32.0,500.0,0.8,0.001,1.0,0.3527563512325287
6.0,lstm,96.0,600.0,0.8,0.001,1.0,0.3553270399570465
6.0,lstm,128.0,400.0,0.6,0.001,1.0,0.3259068727493286
6.0,lstm,128.0,500.0,0.8,0.001,2.0,0.35932591557502747
6.0,lstm,64.0,600.0,0.6,0.001,2.0,0.2976292371749878
6.0,lstm,128.0,100.0,0.8,0.001,2.0,0.39160239696502686
6.0,lstm,64.0,400.0,0.8,0.001,1.0,0.38446158170700073
6.0,lstm,128.0,300.0,0.8,0.001,1.0,0.37903454899787903
6.0,lstm,32.0,600.0,0.8,0.001,1.0,0.3581833839416504
6.0,lstm,96.0,400.0,0.8,0.001,1.0,0.37789201736450195
6.0,lstm,96.0,600.0,0.8,0.001,2.0,0.3636103868484497
6.0,lstm,32.0,200.0,0.8,0.001,1.0,0.38160526752471924
6.0,lstm,128.0,100.0,0.6,0.001,2.0,0.3876035511493683
6.0,lstm,128.0,400.0,0.8,0.001,1.0,0.3793202042579651
6.0,lstm,32.0,500.0,0.6,0.001,2.0,0.28877463936805725
6.0,lstm,32.0,100.0,0.8,0.001,1.0,0.3856041133403778
6.0,lstm,128.0,600.0,0.8,0.001,1.0,0.3487575054168701
6.0,lstm,32.0,300.0,0.8,0.001,1.0,0.37703514099121094
6.0,lstm,96.0,200.0,0.6,0.001,1.0,0.36760926246643066
6.0,lstm,32.0,200.0,0.6,0.001,1.0,0.3598971664905548
6.0,lstm,96.0,100.0,0.8,0.001,2.0,0.3821765184402466
6.0,lstm,64.0,200.0,0.6,0.001,2.0,0.37217938899993896
6.0,lstm,64.0,500.0,0.6,0.001,2.0,0.30991145968437195
6.0,lstm,64.0,200.0,0.6,0.001,1.0,0.3481862246990204
6.0,lstm,96.0,500.0,0.6,0.001,2.0,0.30448442697525024
6.0,lstm,96.0,400.0,0.6,0.001,1.0,0.31819480657577515
6.0,lstm,32.0,400.0,0.8,0.001,2.0,0.36960867047309875
6.0,lstm,128.0,500.0,0.6,0.001,2.0,0.3130533993244171
6.0,lstm,128.0,100.0,0.8,0.001,1.0,0.37532132863998413
6.0,lstm,64.0,300.0,0.8,0.001,1.0,0.3838903307914734
6.0,lstm,64.0,400.0,0.6,0.001,1.0,0.3141959309577942
6.0,lstm,128.0,600.0,0.6,0.001,2.0,0.30334189534187317
6.0,lstm,32.0,600.0,0.8,0.001,2.0,0.35132819414138794
6.0,lstm,96.0,200.0,0.6,0.001,2.0,0.36703798174858093
6.0,lstm,32.0,300.0,0.8,0.001,2.0,0.3838903307914734
6.0,lstm,64.0,200.0,0.8,0.001,2.0,0.3896029591560364
6.0,lstm,128.0,200.0,0.8,0.001,1.0,0.3941730856895447
6.0,lstm,128.0,100.0,0.6,0.001,1.0,0.38360467553138733
6.0,lstm,32.0,600.0,0.6,0.001,2.0,0.2967723608016968
6.0,lstm,96.0,300.0,0.8,0.001,1.0,0.38617536425590515
6.0,lstm,32.0,400.0,0.6,0.001,1.0,0.3147672116756439
6.0,lstm,128.0,400.0,0.8,0.001,2.0,0.3856041133403778
6.0,lstm,64.0,600.0,0.6,0.001,1.0,0.3119108974933624
6.0,lstm,64.0,600.0,0.8,0.001,1.0,0.35218510031700134
6.0,lstm,32.0,300.0,0.6,0.001,2.0,0.32162240147590637
6.0,lstm,64.0,100.0,0.8,0.001,2.0,0.37989145517349243
6.0,lstm,128.0,600.0,0.8,0.001,2.0,0.36503857374191284
6.0,lstm,96.0,500.0,0.8,0.001,2.0,0.36789488792419434
6.0,lstm,128.0,500.0,0.8,0.001,1.0,0.3627535104751587
6.0,lstm,96.0,400.0,0.8,0.001,2.0,0.38160526752471924
6.0,lstm,32.0,600.0,0.6,0.001,1.0,0.2922022342681885
6.0,lstm,96.0,500.0,0.8,0.001,1.0,0.3653241991996765
6.0,lstm,32.0,400.0,0.6,0.001,2.0,0.3196229636669159
6.0,lstm,64.0,500.0,0.8,0.001,1.0,0.37075120210647583
6.0,lstm,96.0,500.0,0.6,0.001,1.0,0.300199955701828
6.0,lstm,128.0,500.0,0.6,0.001,1.0,0.2944872975349426
6.0,lstm,96.0,400.0,0.6,0.001,2.0,0.31990858912467957
6.0,lstm,128.0,200.0,0.6,0.001,1.0,0.3616109788417816
6.0,lstm,32.0,100.0,0.6,0.001,1.0,0.3896029591560364
6.0,lstm,128.0,300.0,0.6,0.001,2.0,0.33933162689208984
6.0,lstm,64.0,500.0,0.6,0.001,1.0,0.2944872975349426
6.0,lstm,96.0,200.0,0.8,0.001,2.0,0.38874608278274536
6.0,lstm,64.0,300.0,0.8,0.001,2.0,0.3801770806312561
6.0,lstm,128.0,400.0,0.6,0.001,2.0,0.3167666494846344
6.0,lstm,96.0,100.0,0.6,0.001,1.0,0.39245930314064026
8.0,lstm,96.0,300.0,0.6,0.001,2.0,0.33447587490081787
8.0,lstm,64.0,200.0,0.8,0.001,2.0,0.38788917660713196
8.0,lstm,32.0,200.0,0.6,0.001,1.0,0.37046557664871216
8.0,lstm,64.0,100.0,0.8,0.001,1.0,0.38331905007362366
8.0,lstm,32.0,400.0,0.8,0.001,2.0,0.3784632980823517
8.0,lstm,64.0,600.0,0.6,0.001,2.0,0.2899171710014343
8.0,lstm,32.0,300.0,0.8,0.001,1.0,0.38903170824050903
8.0,lstm,96.0,400.0,0.8,0.001,2.0,0.3821765184402466
8.0,lstm,32.0,100.0,0.6,0.001,1.0,0.3941730856895447
8.0,lstm,32.0,500.0,0.8,0.001,1.0,0.34104540944099426
8.0,lstm,96.0,200.0,0.8,0.001,2.0,0.398743212223053
8.0,lstm,32.0,300.0,0.6,0.001,1.0,0.3553270399570465
8.0,lstm,64.0,500.0,0.6,0.001,1.0,0.285347044467926
8.0,lstm,64.0,200.0,0.8,0.001,1.0,0.3876035511493683
8.0,lstm,64.0,500.0,0.8,0.001,1.0,0.3653241991996765
8.0,lstm,96.0,600.0,0.8,0.001,1.0,0.3693230450153351
8.0,lstm,32.0,100.0,0.6,0.001,2.0,0.3801770806312561
8.0,lstm,128.0,100.0,0.8,0.001,1.0,0.3904598653316498
8.0,lstm,64.0,300.0,0.8,0.001,1.0,0.39360183477401733
8.0,lstm,64.0,400.0,0.6,0.001,1.0,0.32162240147590637
8.0,lstm,96.0,200.0,0.6,0.001,2.0,0.38160526752471924
8.0,lstm,96.0,300.0,0.6,0.001,1.0,0.33104828000068665
8.0,lstm,32.0,400.0,0.8,0.001,1.0,0.3661811053752899
8.0,lstm,64.0,300.0,0.6,0.001,1.0,0.3453299105167389
8.0,lstm,96.0,100.0,0.6,0.001,1.0,0.37617823481559753
8.0,lstm,128.0,100.0,0.8,0.001,2.0,0.3921736776828766
8.0,lstm,128.0,400.0,0.6,0.001,2.0,0.3196229636669159
8.0,lstm,128.0,400.0,0.8,0.001,1.0,0.37874892354011536
8.0,lstm,128.0,600.0,0.6,0.001,2.0,0.269351601600647
8.0,lstm,32.0,100.0,0.8,0.001,1.0,0.35846900939941406
8.0,lstm,96.0,500.0,0.8,0.001,2.0,0.3553270399570465
8.0,lstm,128.0,200.0,0.8,0.001,2.0,0.3884604275226593
8.0,lstm,64.0,600.0,0.8,0.001,2.0,0.37589260935783386
8.0,lstm,96.0,100.0,0.8,0.001,2.0,0.36675235629081726
8.0,lstm,96.0,400.0,0.6,0.001,2.0,0.2956298291683197
8.0,lstm,96.0,500.0,0.6,0.001,1.0,0.26963725686073303
8.0,lstm,32.0,200.0,0.8,0.001,1.0,0.3838903307914734
8.0,lstm,32.0,100.0,0.8,0.001,2.0,0.3867466449737549
8.0,lstm,64.0,400.0,0.6,0.001,2.0,0.2990574240684509
8.0,lstm,64.0,400.0,0.8,0.001,1.0,0.35561269521713257
8.0,lstm,64.0,400.0,0.8,0.001,2.0,0.36389604210853577
8.0,lstm,64.0,600.0,0.8,0.001,1.0,0.36703798174858093
8.0,lstm,96.0,300.0,0.8,0.001,2.0,0.38703227043151855
8.0,lstm,96.0,600.0,0.6,0.001,1.0,0.2993430495262146
8.0,lstm,32.0,400.0,0.6,0.001,2.0,0.2973436117172241
8.0,lstm,128.0,300.0,0.6,0.001,2.0,0.33190515637397766
8.0,lstm,64.0,200.0,0.6,0.001,1.0,0.37303626537323
8.0,lstm,128.0,300.0,0.6,0.001,1.0,0.3359040319919586
8.0,lstm,128.0,300.0,0.8,0.001,2.0,0.38160526752471924
8.0,lstm,32.0,600.0,0.8,0.001,1.0,0.3487575054168701
8.0,lstm,128.0,600.0,0.6,0.001,1.0,0.28420451283454895
8.0,lstm,64.0,300.0,0.8,0.001,2.0,0.3847472071647644
8.0,lstm,32.0,500.0,0.6,0.001,2.0,0.3027706444263458
8.0,lstm,96.0,200.0,0.8,0.001,1.0,0.38417595624923706
8.0,lstm,96.0,400.0,0.8,0.001,1.0,0.37132248282432556
8.0,lstm,32.0,600.0,0.6,0.001,2.0,0.2699228823184967
8.0,lstm,128.0,200.0,0.6,0.001,1.0,0.3307626247406006
8.0,lstm,64.0,100.0,0.6,0.001,1.0,0.3747500777244568
8.0,lstm,128.0,100.0,0.6,0.001,1.0,0.3764638602733612
8.0,lstm,128.0,500.0,0.8,0.001,1.0,0.37132248282432556
8.0,lstm,32.0,300.0,0.8,0.001,2.0,0.39074549078941345
8.0,lstm,128.0,600.0,0.8,0.001,2.0,0.3561839461326599
8.0,lstm,96.0,500.0,0.6,0.001,2.0,0.2690659761428833
8.0,lstm,64.0,500.0,0.6,0.001,2.0,0.2747786343097687
8.0,lstm,128.0,600.0,0.8,0.001,1.0,0.36960867047309875
8.0,lstm,32.0,200.0,0.6,0.001,2.0,0.3636103868484497
8.0,lstm,128.0,500.0,0.6,0.001,2.0,0.2716366648674011
8.0,lstm,32.0,200.0,0.8,0.001,2.0,0.39645814895629883
8.0,lstm,32.0,300.0,0.6,0.001,2.0,0.3307626247406006
8.0,lstm,64.0,100.0,0.8,0.001,2.0,0.3773207664489746
8.0,lstm,32.0,500.0,0.6,0.001,1.0,0.29048842191696167
8.0,lstm,32.0,600.0,0.8,0.001,2.0,0.35761210322380066
8.0,lstm,96.0,600.0,0.6,0.001,2.0,0.29248785972595215
8.0,lstm,96.0,100.0,0.8,0.001,1.0,0.38703227043151855
8.0,lstm,128.0,400.0,0.8,0.001,2.0,0.3784632980823517
8.0,lstm,128.0,400.0,0.6,0.001,1.0,0.31905171275138855
8.0,lstm,128.0,500.0,0.6,0.001,1.0,0.29048842191696167
8.0,lstm,64.0,300.0,0.6,0.001,2.0,0.3353327512741089
8.0,lstm,32.0,400.0,0.6,0.001,1.0,0.3176235258579254
8.0,lstm,64.0,500.0,0.8,0.001,2.0,0.36675235629081726
8.0,lstm,32.0,600.0,0.6,0.001,1.0,0.2873464822769165
8.0,lstm,128.0,100.0,0.6,0.001,2.0,0.38788917660713196
8.0,lstm,96.0,100.0,0.6,0.001,2.0,0.37989145517349243
8.0,lstm,96.0,400.0,0.6,0.001,1.0,0.2844901382923126
8.0,lstm,96.0,200.0,0.6,0.001,1.0,0.3507569134235382
8.0,lstm,128.0,300.0,0.8,0.001,1.0,0.38417595624923706
8.0,lstm,128.0,500.0,0.8,0.001,2.0,0.3764638602733612
8.0,lstm,128.0,200.0,0.6,0.001,2.0,0.36046844720840454
8.0,lstm,64.0,200.0,0.6,0.001,2.0,0.3690374195575714
8.0,lstm,64.0,100.0,0.6,0.001,2.0,0.3813196122646332
8.0,lstm,64.0,600.0,0.6,0.001,1.0,0.27963438630104065
8.0,lstm,128.0,200.0,0.8,0.001,1.0,0.3910311460494995
8.0,lstm,96.0,600.0,0.8,0.001,2.0,0.3618966042995453
8.0,lstm,96.0,300.0,0.8,0.001,1.0,0.39331620931625366
8.0,lstm,96.0,500.0,0.8,0.001,1.0,0.3810339868068695
8.0,lstm,32.0,500.0,0.8,0.001,2.0,0.3627535104751587
7.0,lstm,96.0,500.0,0.6,0.001,1.0,0.2762067914009094
7.0,lstm,32.0,500.0,0.6,0.001,1.0,0.3073407709598541
7.0,lstm,96.0,500.0,0.8,0.001,2.0,0.3756069839000702
7.0,lstm,64.0,300.0,0.6,0.001,2.0,0.34732934832572937
7.0,lstm,128.0,500.0,0.6,0.001,2.0,0.29505854845046997
7.0,lstm,32.0,600.0,0.6,0.001,2.0,0.2810625433921814
7.0,lstm,64.0,300.0,0.8,0.001,1.0,0.38617536425590515
7.0,lstm,96.0,500.0,0.6,0.001,2.0,0.3056269586086273
7.0,lstm,96.0,200.0,0.8,0.001,2.0,0.3913167715072632
7.0,lstm,64.0,400.0,0.6,0.001,1.0,0.3176235258579254
7.0,lstm,128.0,600.0,0.6,0.001,2.0,0.31248214840888977
7.0,lstm,96.0,300.0,0.6,0.001,1.0,0.3261925280094147
7.0,lstm,32.0,500.0,0.8,0.001,1.0,0.37160810828208923
7.0,lstm,128.0,100.0,0.8,0.001,1.0,0.3873178958892822
7.0,lstm,32.0,600.0,0.6,0.001,1.0,0.32819193601608276
7.0,lstm,64.0,100.0,0.8,0.001,1.0,0.3913167715072632
7.0,lstm,64.0,200.0,0.6,0.001,2.0,0.38417595624923706
7.0,lstm,64.0,300.0,0.8,0.001,2.0,0.38988861441612244
7.0,lstm,128.0,100.0,0.8,0.001,2.0,0.3950299918651581
7.0,lstm,96.0,400.0,0.8,0.001,1.0,0.3867466449737549
7.0,lstm,64.0,100.0,0.8,0.001,2.0,0.38703227043151855
7.0,lstm,96.0,600.0,0.6,0.001,2.0,0.2944872975349426
7.0,lstm,128.0,400.0,0.8,0.001,2.0,0.38074836134910583
7.0,lstm,64.0,400.0,0.8,0.001,2.0,0.37903454899787903
7.0,lstm,128.0,300.0,0.6,0.001,2.0,0.34932875633239746
7.0,lstm,96.0,600.0,0.8,0.001,2.0,0.36589545011520386
7.0,lstm,128.0,400.0,0.6,0.001,1.0,0.32933446764945984
7.0,lstm,96.0,300.0,0.8,0.001,2.0,0.3756069839000702
7.0,lstm,64.0,500.0,0.6,0.001,2.0,0.3196229636669159
7.0,lstm,32.0,100.0,0.8,0.001,1.0,0.39360183477401733
7.0,lstm,128.0,600.0,0.6,0.001,1.0,0.31990858912467957
7.0,lstm,32.0,500.0,0.8,0.001,2.0,0.3698943257331848
7.0,lstm,32.0,200.0,0.8,0.001,2.0,0.3793202042579651
7.0,lstm,64.0,200.0,0.8,0.001,2.0,0.3893173336982727
7.0,lstm,96.0,500.0,0.8,0.001,1.0,0.3776063919067383
7.0,lstm,96.0,200.0,0.6,0.001,1.0,0.3784632980823517
7.0,lstm,96.0,600.0,0.8,0.001,1.0,0.36132532358169556
7.0,lstm,64.0,500.0,0.8,0.001,1.0,0.3607540726661682
7.0,lstm,128.0,200.0,0.8,0.001,1.0,0.3858897387981415
7.0,lstm,96.0,100.0,0.6,0.001,2.0,0.3910311460494995
7.0,lstm,32.0,200.0,0.8,0.001,1.0,0.38046273589134216
7.0,lstm,64.0,100.0,0.6,0.001,2.0,0.3921736776828766
7.0,lstm,128.0,300.0,0.6,0.001,1.0,0.3399028778076172
7.0,lstm,32.0,100.0,0.6,0.001,2.0,0.38788917660713196
7.0,lstm,128.0,500.0,0.8,0.001,2.0,0.3756069839000702
7.0,lstm,128.0,600.0,0.8,0.001,1.0,0.36703798174858093
7.0,lstm,64.0,400.0,0.8,0.001,1.0,0.38360467553138733
7.0,lstm,96.0,300.0,0.8,0.001,1.0,0.393887460231781
7.0,lstm,128.0,400.0,0.6,0.001,2.0,0.32190802693367004
7.0,lstm,96.0,100.0,0.8,0.001,2.0,0.3818908929824829
7.0,lstm,64.0,500.0,0.8,0.001,2.0,0.36332476139068604
7.0,lstm,32.0,400.0,0.6,0.001,1.0,0.315909743309021
7.0,lstm,32.0,600.0,0.8,0.001,2.0,0.368180513381958
7.0,lstm,96.0,100.0,0.6,0.001,1.0,0.38903170824050903
7.0,lstm,32.0,600.0,0.8,0.001,1.0,0.34675806760787964
7.0,lstm,128.0,500.0,0.8,0.001,1.0,0.3698943257331848
7.0,lstm,96.0,400.0,0.6,0.001,2.0,0.33104828000068665
7.0,lstm,96.0,100.0,0.8,0.001,1.0,0.37589260935783386
7.0,lstm,96.0,200.0,0.8,0.001,1.0,0.3941730856895447
7.0,lstm,32.0,300.0,0.6,0.001,2.0,0.35789772868156433
7.0,lstm,64.0,500.0,0.6,0.001,1.0,0.30334189534187317
7.0,lstm,96.0,400.0,0.6,0.001,1.0,0.32819193601608276
7.0,lstm,64.0,200.0,0.6,0.001,1.0,0.37160810828208923
7.0,lstm,32.0,400.0,0.6,0.001,2.0,0.31705227494239807
7.0,lstm,96.0,400.0,0.8,0.001,2.0,0.3941730856895447
7.0,lstm,32.0,400.0,0.8,0.001,1.0,0.37332192063331604
7.0,lstm,32.0,300.0,0.6,0.001,1.0,0.35018566250801086
7.0,lstm,96.0,600.0,0.6,0.001,1.0,0.26221078634262085
7.0,lstm,64.0,600.0,0.8,0.001,2.0,0.35932591557502747
7.0,lstm,128.0,500.0,0.6,0.001,1.0,0.31162524223327637
7.0,lstm,32.0,400.0,0.8,0.001,2.0,0.37532132863998413
7.0,lstm,64.0,400.0,0.6,0.001,2.0,0.33276206254959106
7.0,lstm,32.0,500.0,0.6,0.001,2.0,0.3196229636669159
7.0,lstm,128.0,200.0,0.6,0.001,2.0,0.36246785521507263
7.0,lstm,64.0,300.0,0.6,0.001,1.0,0.3601827919483185
7.0,lstm,32.0,300.0,0.8,0.001,2.0,0.3838903307914734
7.0,lstm,64.0,600.0,0.6,0.001,1.0,0.31648099422454834
