model_num,rnn_style,emb_units,rnn_units,drop_rate,l_rate,replication,accuracy
3.0,lstm,64.0,300.0,0.6,0.001,2.0,0.29265743494033813
3.0,lstm,96.0,400.0,0.6,0.001,2.0,0.2821182906627655
3.0,lstm,128.0,600.0,0.6,0.001,2.0,0.26626601815223694
3.0,lstm,128.0,400.0,0.8,0.001,1.0,0.32479748129844666
2.0,lstm,32.0,400.0,0.8,0.001,2.0,0.31112271547317505
2.0,lstm,32.0,300.0,0.6,0.001,1.0,0.28490549325942993
3.0,lstm,32.0,100.0,0.6,0.001,2.0,0.3157390356063843
3.0,lstm,128.0,400.0,0.8,0.001,2.0,0.3344656527042389
3.0,lstm,64.0,500.0,0.6,0.001,1.0,0.2784600555896759
3.0,lstm,32.0,400.0,0.8,0.001,2.0,0.30729031562805176
2.0,lstm,128.0,600.0,0.6,0.001,2.0,0.2574688494205475
3.0,lstm,32.0,300.0,0.8,0.001,2.0,0.318352073431015
2.0,lstm,128.0,400.0,0.8,0.001,2.0,0.32636529207229614
2.0,lstm,64.0,400.0,0.6,0.001,1.0,0.2754986584186554
2.0,lstm,128.0,200.0,0.6,0.001,1.0,0.31565195322036743
2.0,lstm,96.0,300.0,0.6,0.001,1.0,0.2763696610927582
2.0,lstm,128.0,100.0,0.6,0.001,1.0,0.3301977217197418
3.0,lstm,64.0,200.0,0.8,0.001,2.0,0.3381238579750061
3.0,lstm,128.0,100.0,0.6,0.001,2.0,0.32087796926498413
2.0,lstm,64.0,500.0,0.8,0.001,2.0,0.2966640591621399
2.0,lstm,64.0,100.0,0.6,0.001,2.0,0.33159133791923523
2.0,lstm,64.0,600.0,0.6,0.001,1.0,0.248149111866951
3.0,lstm,96.0,400.0,0.8,0.001,2.0,0.320529580116272
2.0,lstm,32.0,300.0,0.8,0.001,2.0,0.3207908570766449
2.0,lstm,128.0,600.0,0.6,0.001,1.0,0.23891647160053253
3.0,lstm,128.0,500.0,0.8,0.001,2.0,0.31887465715408325
3.0,lstm,128.0,600.0,0.6,0.001,1.0,0.26826930046081543
3.0,lstm,32.0,400.0,0.6,0.001,2.0,0.2704468369483948
2.0,lstm,128.0,100.0,0.8,0.001,2.0,0.33620765805244446
2.0,lstm,64.0,600.0,0.8,0.001,2.0,0.30432888865470886
3.0,lstm,32.0,100.0,0.8,0.001,2.0,0.3153035342693329
3.0,lstm,32.0,300.0,0.6,0.001,1.0,0.2845571041107178
2.0,lstm,96.0,200.0,0.8,0.001,2.0,0.3214876651763916
2.0,lstm,96.0,600.0,0.8,0.001,1.0,0.31042590737342834
2.0,lstm,64.0,500.0,0.8,0.001,1.0,0.3069418966770172
2.0,lstm,32.0,500.0,0.6,0.001,2.0,0.2557268440723419
3.0,lstm,96.0,300.0,0.6,0.001,1.0,0.28246667981147766
3.0,lstm,128.0,300.0,0.8,0.001,2.0,0.3353366553783417
3.0,lstm,64.0,600.0,0.6,0.001,2.0,0.2647852897644043
2.0,lstm,96.0,600.0,0.8,0.001,2.0,0.3021513819694519
3.0,lstm,96.0,200.0,0.8,0.001,2.0,0.33864647150039673
3.0,lstm,32.0,400.0,0.6,0.001,1.0,0.2667886018753052
3.0,lstm,32.0,200.0,0.8,0.001,1.0,0.3253200948238373
3.0,lstm,128.0,500.0,0.8,0.001,1.0,0.3296751081943512
2.0,lstm,64.0,600.0,0.6,0.001,2.0,0.26243358850479126
3.0,lstm,128.0,500.0,0.6,0.001,2.0,0.2770664691925049
3.0,lstm,96.0,500.0,0.8,0.001,1.0,0.3101646304130554
2.0,lstm,96.0,600.0,0.6,0.001,2.0,0.25311383605003357
2.0,lstm,96.0,500.0,0.8,0.001,2.0,0.31390994787216187
2.0,lstm,96.0,200.0,0.6,0.001,2.0,0.29788345098495483
3.0,lstm,32.0,300.0,0.6,0.001,2.0,0.29378974437713623
2.0,lstm,64.0,300.0,0.8,0.001,1.0,0.3189617693424225
2.0,lstm,32.0,600.0,0.8,0.001,1.0,0.2943994402885437
2.0,lstm,32.0,600.0,0.6,0.001,2.0,0.2608657777309418
3.0,lstm,32.0,600.0,0.8,0.001,1.0,0.3086839020252228
3.0,lstm,96.0,200.0,0.8,0.001,1.0,0.32453620433807373
2.0,lstm,64.0,300.0,0.6,0.001,1.0,0.26879191398620605
2.0,lstm,32.0,500.0,0.8,0.001,1.0,0.3082484006881714
3.0,lstm,96.0,100.0,0.6,0.001,2.0,0.32915252447128296
3.0,lstm,128.0,100.0,0.6,0.001,1.0,0.33324623107910156
3.0,lstm,32.0,500.0,0.6,0.001,2.0,0.2643497884273529
3.0,lstm,96.0,200.0,0.6,0.001,2.0,0.3117324411869049
2.0,lstm,32.0,100.0,0.8,0.001,1.0,0.32453620433807373
