model;n_padded;k;style;replication;precision;recall;mrr;hit;coverage
3;10;5;lstm;5;0.029431438127090308;0.08726593352606617;0.07798216276477145;0.13043478260869565;0.08301029274161209
3;10;5;lstm;6;0.02541806020066891;0.07034957795827362;0.059476031215161644;0.11705685618729098;0.07793075792006417
3;10;5;lstm;7;0.02809364548494984;0.08172706888624355;0.06755852842809364;0.13043478260869565;0.07726239807512365
3;10;5;lstm;8;0.030769230769230778;0.08695841127676059;0.07296544035674468;0.14046822742474915;0.08207458895869536
3;10;5;lstm;9;0.02742474916387961;0.07987925854543394;0.06415830546265328;0.12709030100334448;0.08127255714476674
3;10;5;lstm;10;0.03210702341137123;0.08314599917400213;0.07207357859531771;0.13377926421404682;0.07859911776500468
4;10;5;lstm;1;0.03478260869565217;0.09436764823647653;0.07056856187290966;0.14381270903010032;0.07218286325357573
4;10;5;lstm;2;0.029431438127090308;0.09537346711259756;0.0745261984392419;0.13377926421404682;0.07151450340863522
4;10;5;lstm;3;0.028762541806020076;0.08319492470192545;0.07419175027870678;0.12709030100334448;0.06803903221494452
4;10;5;lstm;4;0.030769230769230774;0.09108725344908103;0.07307692307692305;0.13712374581939799;0.07057879962571849
4;10;5;lstm;5;0.0334448160535117;0.09404154553380789;0.07441471571906354;0.14715719063545152;0.06884106402887315
4;10;5;lstm;6;0.031438127090301006;0.08984330784257091;0.06856187290969898;0.14381270903010032;0.07178184734661142
4;10;5;lstm;7;0.030100334448160546;0.0918348355157493;0.06683389074693422;0.14381270903010032;0.07084614356369469
4;10;5;lstm;8;0.03478260869565216;0.10387591406382858;0.0798216276477146;0.15719063545150502;0.07258387916054003
4;10;5;lstm;9;0.030769230769230778;0.09479310912619682;0.07185061315496095;0.14715719063545152;0.07004411174976607
4;10;5;lstm;10;0.031438127090301006;0.08631833040455002;0.08115942028985508;0.13043478260869565;0.07472263066434968
5;10;5;lstm;1;0.03745819397993309;0.11179953265435948;0.08249721293199554;0.1705685618729097;0.071247159470659
5;10;5;lstm;2;0.03678929765886286;0.10172987170039492;0.08807134894091413;0.15384615384615385;0.06977676781178986
5;10;5;lstm;3;0.028093645484949845;0.08136038611351802;0.07731326644370122;0.13043478260869565;0.07258387916054003
5;10;5;lstm;4;0.030769230769230774;0.09437201216862234;0.07240802675585283;0.14046822742474915;0.07004411174976607
5;10;5;lstm;5;0.036120401337792624;0.10078625010459942;0.0834448160535117;0.1605351170568562;0.07338591097446866
5;10;5;lstm;6;0.030769230769230778;0.09693422519509476;0.0773690078037904;0.13712374581939799;0.07258387916054003
5;10;5;lstm;7;0.03612040133779263;0.1040471196698168;0.07820512820512819;0.15719063545150502;0.07178184734661142
5;10;5;lstm;8;0.03010033444816054;0.08222134043799482;0.073355629877369;0.12709030100334448;0.07084614356369469
5;10;5;lstm;9;0.03277591973244147;0.08946677248077396;0.07987736900780376;0.14046822742474915;0.071247159470659
5;10;5;lstm;10;0.029431438127090308;0.07380837659024837;0.06688963210702341;0.12709030100334448;0.07204919128458762
6;10;5;lstm;1;0.030769230769230774;0.09158494416416305;0.06973244147157188;0.14046822742474915;0.07218286325357573
6;10;5;lstm;2;0.030100334448160546;0.08684996531348779;0.06583054626532885;0.13712374581939799;0.071247159470659
6;10;5;lstm;3;0.03478260869565216;0.10719252498913516;0.07580824972129319;0.1605351170568562;0.06656864055607539
6;10;5;lstm;4;0.030769230769230774;0.09189152164465356;0.07920847268673355;0.14046822742474915;0.07031145568774227
6;10;5;lstm;5;0.032775919732441476;0.09724174744440035;0.07653288740245262;0.15384615384615385;0.07191551931559952
6;10;5;lstm;6;0.029431438127090308;0.07687320662633855;0.06817168338907469;0.13043478260869565;0.07084614356369469
6;10;5;lstm;7;0.03411371237458193;0.10030846701812068;0.07658862876254179;0.15384615384615385;0.07646036626119503
6;10;5;lstm;8;0.03143812709030102;0.09343275450497265;0.0753623188405797;0.14381270903010032;0.07231653522256383
6;10;5;lstm;9;0.03277591973244147;0.09518955211659708;0.08054626532887402;0.14715719063545152;0.06964309584280176
6;10;5;lstm;10;0.027424749163879613;0.087403397388659;0.07157190635451503;0.12709030100334448;0.06884106402887315
7;10;5;lstm;1;0.037458193979933094;0.11112627240114346;0.09002229654403564;0.16722408026755853;0.07472263066434968
7;10;5;lstm;2;0.03411371237458193;0.09061345188832294;0.07480490523968784;0.14715719063545152;0.07779708595107605
7;10;5;lstm;3;0.03277591973244147;0.09013661357065926;0.080546265328874;0.14381270903010032;0.07445528672637348
7;10;5;lstm;4;0.0334448160535117;0.09599438267455955;0.08428093645484948;0.14715719063545152;0.07418794278839727
7;10;5;lstm;5;0.031438127090301006;0.08782145758932791;0.08311036789297657;0.14046822742474915;0.07632669429220693
7;10;5;lstm;6;0.031438127090301006;0.09663257400913997;0.0866220735785953;0.1505016722408027;0.07378692688143296
7;10;5;lstm;7;0.03478260869565216;0.10067173062751544;0.08372352285395762;0.15384615384615385;0.06964309584280176
7;10;5;lstm;8;0.030769230769230774;0.09247491638795988;0.08076923076923075;0.14046822742474915;0.07472263066434968
7;10;5;lstm;9;0.03210702341137124;0.09632599652864944;0.07630992196209586;0.14715719063545152;0.07351958294345676
7;10;5;lstm;10;0.03478260869565216;0.09195218929927847;0.07965440356744703;0.14381270903010032;0.0711134875016709
8;10;5;lstm;1;0.03678929765886286;0.10788929199024999;0.07987736900780376;0.1605351170568562;0.07338591097446866
8;10;5;lstm;2;0.030769230769230774;0.08439714301910324;0.0729654403567447;0.13377926421404682;0.07672771019917124
8;10;5;lstm;3;0.03411371237458193;0.09086219602063375;0.08405797101449274;0.14715719063545152;0.07565833444726641
8;10;5;lstm;4;0.036789297658862866;0.10025670718375214;0.08389074693422519;0.16387959866220736;0.07084614356369469
8;10;5;lstm;5;0.036789297658862866;0.10900411919203373;0.08389074693422519;0.1605351170568562;0.071247159470659
8;10;5;lstm;6;0.03411371237458193;0.09111208737222001;0.09018952062430323;0.1505016722408027;0.07298489506750434
8;10;5;lstm;7;0.03277591973244147;0.08877000547965913;0.08010033444816052;0.14715719063545152;0.07218286325357573
8;10;5;lstm;8;0.03678929765886285;0.0977502355173689;0.08461538461538459;0.15719063545150502;0.0749899746023259
8;10;5;lstm;9;0.036120401337792624;0.1048832400711546;0.08673355629877369;0.1605351170568562;0.07298489506750434
8;10;5;lstm;10;0.032107023411371234;0.08852409565379353;0.0842251950947603;0.14046822742474915;0.0755246624782783
1;12;5;lstm;1;0.030769230769230774;0.07768240111644682;0.07987736900780378;0.13043478260869565;0.07699505413714744
1;12;5;lstm;2;0.03277591973244147;0.08643473941926412;0.08511705685618728;0.14046822742474915;0.07632669429220693
1;12;5;lstm;3;0.03143812709030101;0.08910350887137918;0.08127090301003342;0.13712374581939799;0.07445528672637348
1;12;5;lstm;4;0.032775919732441476;0.08718630301165306;0.0774247491638796;0.13712374581939799;0.0794011495789333
1;12;5;lstm;5;0.037458193979933094;0.09842216859534472;0.0802118171683389;0.1505016722408027;0.07325223900548056
1;12;5;lstm;6;0.03411371237458193;0.09649112862082648;0.0736900780379041;0.14381270903010032;0.07325223900548056
1;12;5;lstm;7;0.03478260869565217;0.09298036770402283;0.08478260869565216;0.14381270903010032;0.07311856703649244
1;12;5;lstm;8;0.032775919732441476;0.08422897417002059;0.07129319955406911;0.13712374581939799;0.07632669429220693
1;12;5;lstm;9;0.032775919732441476;0.09097367874081212;0.073355629877369;0.14046822742474915;0.07151450340863522
1;12;5;lstm;10;0.031438127090301;0.08155433365455474;0.07753623188405796;0.12374581939799331;0.0795348215479214
2;12;5;lstm;1;0.032107023411371234;0.09724363698203049;0.07134894091415829;0.14715719063545152;0.0791338056409571
2;12;5;lstm;2;0.032775919732441476;0.09844416821203852;0.08561872909698996;0.1505016722408027;0.07004411174976607
2;12;5;lstm;3;0.03277591973244147;0.0937133508430487;0.0822185061315496;0.1505016722408027;0.07258387916054003
2;12;5;lstm;4;0.03411371237458193;0.09640657181187766;0.08060200668896321;0.1505016722408027;0.07819810185804037
2;12;5;lstm;5;0.03010033444816054;0.08793692183522692;0.07329988851727981;0.14381270903010032;0.07739607004411175
2;12;5;lstm;6;0.032775919732441476;0.0947055155603424;0.08154960981047936;0.14715719063545152;0.07458895869536158
2;12;5;lstm;7;0.029431438127090308;0.08801749711845512;0.07458193979933109;0.13377926421404682;0.07271755112952814
2;12;5;lstm;8;0.035451505016722396;0.09902736050488446;0.08272017837235227;0.15384615384615385;0.07699505413714744
2;12;5;lstm;9;0.02675585284280938;0.0766223705059372;0.07296544035674471;0.12374581939799331;0.07646036626119503
2;12;5;lstm;10;0.03010033444816054;0.08303168214737854;0.06872909698996654;0.13712374581939799;0.0755246624782783
3;12;5;lstm;1;0.02809364548494984;0.08924191750278707;0.0661092530657748;0.13377926421404682;0.07699505413714744
3;12;5;lstm;2;0.030769230769230778;0.08396164958434671;0.07842809364548493;0.14046822742474915;0.0840796684935169
3;12;5;lstm;3;0.02541806020066891;0.07168527861232357;0.06789297658862875;0.11036789297658862;0.07966849351690951
3;12;5;lstm;4;0.02408026755852844;0.07302212648564896;0.07564102564102562;0.11705685618729098;0.079000133671969
3;12;5;lstm;5;0.030100334448160546;0.08613158110210432;0.07486064659977701;0.13712374581939799;0.07659403823018313
3;12;5;lstm;6;0.02742474916387961;0.08010127921697562;0.07307692307692307;0.12709030100334448;0.08287662077262398
3;12;5;lstm;7;0.027424749163879613;0.08030528179754415;0.06360089186176142;0.12040133779264214;0.08020318139286192
3;12;5;lstm;8;0.02809364548494984;0.09041248606465999;0.07201783723522853;0.12709030100334448;0.07833177382702847
3;12;5;lstm;9;0.030769230769230774;0.09696493018158456;0.07720178372352283;0.14046822742474915;0.08314396471060019
3;12;5;lstm;10;0.03143812709030101;0.09643444249192223;0.07809364548494982;0.13712374581939799;0.08167357305173105
4;12;5;lstm;1;0.029431438127090308;0.09035863424220095;0.06850613154960979;0.13712374581939799;0.06910840796684935
4;12;5;lstm;2;0.03143812709030101;0.09437201216862236;0.07948717948717947;0.14381270903010032;0.06870739205988505
4;12;5;lstm;3;0.0334448160535117;0.09318059120933109;0.08416945373467112;0.1505016722408027;0.06924207993583746
4;12;5;lstm;4;0.03411371237458194;0.08980520216702974;0.08411371237458193;0.14715719063545152;0.06924207993583746
4;12;5;lstm;5;0.028762541806020076;0.09036167099910652;0.07224080267558528;0.13712374581939799;0.07044512765673039
4;12;5;lstm;6;0.02675585284280938;0.07575345313001909;0.06789297658862875;0.12374581939799331;0.0711134875016709
4;12;5;lstm;7;0.030100334448160546;0.0815824067850597;0.06705685618729096;0.13377926421404682;0.06857372009089693
4;12;5;lstm;8;0.0334448160535117;0.09860930030421555;0.07759197324414714;0.14715719063545152;0.06950942387381366
4;12;5;lstm;9;0.030769230769230774;0.09181189113024044;0.07775919732441472;0.14046822742474915;0.06950942387381366
4;12;5;lstm;10;0.03010033444816054;0.08679516872221368;0.07441471571906354;0.13377926421404682;0.07245020719155193
5;12;5;lstm;1;0.031438127090301006;0.09487462917824008;0.07831661092530658;0.14046822742474915;0.07445528672637348
5;12;5;lstm;2;0.03411371237458193;0.09328600041569828;0.07842809364548493;0.1505016722408027;0.07351958294345676
5;12;5;lstm;3;0.03411371237458193;0.09081043618626523;0.08166109253065774;0.14715719063545152;0.07325223900548056
5;12;5;lstm;4;0.030769230769230774;0.09033910902002282;0.08305462653288738;0.14381270903010032;0.067370672370004
5;12;5;lstm;5;0.03411371237458193;0.09950021729682748;0.08082497212931994;0.15719063545150502;0.06924207993583746
5;12;5;lstm;6;0.03478260869565217;0.10337822334874656;0.0797101449275362;0.1605351170568562;0.07258387916054003
5;12;5;lstm;7;0.03143812709030101;0.0916964268843414;0.0782051282051282;0.14046822742474915;0.07164817537762332
5;12;5;lstm;8;0.028093645484949845;0.08280567995011621;0.07603121516164993;0.13043478260869565;0.07044512765673039
5;12;5;lstm;9;0.032107023411371234;0.09098296896749367;0.07870680044593087;0.13712374581939799;0.07472263066434968
5;12;5;lstm;10;0.032107023411371234;0.09384645077349572;0.07435897435897434;0.14046822742474915;0.0713808314396471
6;12;5;lstm;1;0.030769230769230778;0.09353892852419013;0.07759197324414714;0.14381270903010032;0.06777168827696832
6;12;5;lstm;2;0.029431438127090308;0.08043856168395594;0.07240802675585284;0.12374581939799331;0.06910840796684935
6;12;5;lstm;3;0.03277591973244147;0.09540417209908736;0.08071348940914155;0.14381270903010032;0.07405427081940917
6;12;5;lstm;4;0.030769230769230774;0.09554258073049526;0.07920847268673355;0.14381270903010032;0.07245020719155193
6;12;5;lstm;5;0.030769230769230767;0.08347950256572217;0.07430323299888518;0.12709030100334448;0.07071247159470659
6;12;5;lstm;6;0.03411371237458194;0.10103499423691023;0.07748049052396877;0.14381270903010032;0.07338591097446866
6;12;5;lstm;7;0.031438127090301006;0.0894100863518697;0.07742474916387958;0.14381270903010032;0.07151450340863522
6;12;5;lstm;8;0.03143812709030101;0.09802307125446405;0.07603121516164993;0.14715719063545152;0.07351958294345676
6;12;5;lstm;9;0.03612040133779263;0.10733187838935815;0.081438127090301;0.15719063545150502;0.07445528672637348
6;12;5;lstm;10;0.03612040133779264;0.09700209108831069;0.0794314381270903;0.15719063545150502;0.06964309584280176
7;12;5;lstm;1;0.036789297658862866;0.10374054218932628;0.10094760312151614;0.16387959866220736;0.07686138216815934
7;12;5;lstm;2;0.03478260869565216;0.1027351057196304;0.07775919732441469;0.15719063545150502;0.07579200641625451
7;12;5;lstm;3;0.03812709030100333;0.10368270884114658;0.08779264214046821;0.1605351170568562;0.07084614356369469
7;12;5;lstm;4;0.03010033444816054;0.0777322714131852;0.08132664437012263;0.13043478260869565;0.07191551931559952
7;12;5;lstm;5;0.03277591973244147;0.0891332690890539;0.08088071348940915;0.14715719063545152;0.0755246624782783
7;12;5;lstm;6;0.035451505016722396;0.09682955830708226;0.08556298773690077;0.1505016722408027;0.0755246624782783
7;12;5;lstm;7;0.03277591973244147;0.09150227689284432;0.08762541806020066;0.14046822742474915;0.07458895869536158
7;12;5;lstm;8;0.03210702341137123;0.08782334712695804;0.075752508361204;0.13712374581939799;0.0755246624782783
7;12;5;lstm;9;0.03478260869565216;0.09749750985933743;0.09643255295429207;0.15719063545150502;0.0711134875016709
7;12;5;lstm;10;0.0334448160535117;0.0945113655688453;0.07904124860646598;0.1505016722408027;0.06991043978077797
8;12;5;lstm;1;0.03411371237458194;0.09414999149708067;0.08489409141583053;0.1505016722408027;0.0749899746023259
8;12;5;lstm;2;0.03812709030100332;0.10379722831823054;0.09370122630992193;0.16387959866220736;0.07779708595107605
8;12;5;lstm;3;0.03678929765886286;0.10276203163085994;0.08690078037904123;0.16387959866220736;0.07071247159470659
8;12;5;lstm;4;0.0334448160535117;0.09094486329195246;0.08132664437012263;0.14046822742474915;0.07218286325357573
8;12;5;lstm;5;0.032107023411371234;0.09027596697088222;0.0736900780379041;0.14046822742474915;0.07686138216815934
8;12;5;lstm;6;0.03411371237458193;0.09114582911561542;0.08935340022296544;0.14715719063545152;0.07659403823018313
8;12;5;lstm;7;0.03411371237458193;0.10028154110689114;0.08366778149386843;0.15384615384615385;0.06977676781178986
8;12;5;lstm;8;0.03478260869565217;0.09730032311093476;0.08071348940914157;0.14715719063545152;0.0711134875016709
8;12;5;lstm;9;0.03277591973244147;0.08885645182623814;0.07263099219620958;0.13712374581939799;0.07365325491244486
8;12;5;lstm;10;0.03812709030100333;0.10496381535438278;0.0882385730211817;0.16387959866220736;0.07485630263333778
