model;n_padded;k;style;replication;precision;recall;mrr;hit;coverage
1;10;5;lstm;1;0.02340425531914893;0.06609929078014185;0.06046099290780141;0.1;0.05623490926084586
1;10;5;lstm;2;0.023402340234023357;0.0608414737577654;0.056615661566156654;0.10441044104410441;0.09099624510665495
1;10;5;lstm;3;0.013704994192799061;0.03970327968585807;0.04347657762291907;0.06387921022067364;0.1007236130749397
1;10;5;lstm;4;0.014901960784313705;0.03975750556632911;0.039918300653594765;0.06568627450980392;0.10736536656140651
1;10;5;lstm;5;0.017313432835820864;0.050681318093450986;0.04828358208955225;0.07686567164179105;0.13658751099384345
2;10;5;lstm;1;0.022127659574468078;0.06581813576494427;0.055106382978723396;0.1;0.06332268868291924
2;10;5;lstm;2;0.025742574257425696;0.06546946902482459;0.06291629162916293;0.10981098109810981;0.08708156906607015
2;10;5;lstm;3;0.015563298490127742;0.0433553638257471;0.04678668215253582;0.07200929152148665;0.08766530815936123
2;10;5;lstm;4;0.014117647058823513;0.041423250811795716;0.03599673202614379;0.06470588235294118;0.1074507126397542
2;10;5;lstm;5;0.018358208955223845;0.053807235534486395;0.05036069651741295;0.08358208955223881;0.12295514511873351
3;10;5;lstm;1;0.021702127659574463;0.06806990881458966;0.05095744680851063;0.10212765957446808;0.06301113793909183
3;10;5;lstm;2;0.02628262826282624;0.06956916470867867;0.06387638763876391;0.1116111611161116;0.09323320284413197
3;10;5;lstm;3;0.014634146341463409;0.0393691351879505;0.046089818041037546;0.06620209059233449;0.09556683024203609
3;10;5;lstm;4;0.012352941176470577;0.037502758679229274;0.0348202614379085;0.05588235294117647;0.1182896645899121
3;10;5;lstm;5;0.016865671641791015;0.049578630391702135;0.044962686567164185;0.07611940298507462;0.13984168865435356
4;10;5;lstm;1;0.017446808510638304;0.05128389653733834;0.042801418439716306;0.07872340425531915;0.059038865955292466
4;10;5;lstm;2;0.023762376237623714;0.06169171264952581;0.05702070207020706;0.1035103510351035;0.07973156507150275
4;10;5;lstm;3;0.016260162601626004;0.04539433659642718;0.04829655439411537;0.0743321718931475;0.0880811777426599
4;10;5;lstm;4;0.015294117647058804;0.042228033404504005;0.037124183006535943;0.0696078431372549;0.09695314500298712
4;10;5;lstm;5;0.01805970149253728;0.052183035695914856;0.04917910447761196;0.08208955223880597;0.12137203166226913
5;10;5;lstm;1;0.021702127659574463;0.06576494427558258;0.05535460992907801;0.10212765957446808;0.05646857231871641
5;10;5;lstm;2;0.026102610261026053;0.06773216282667231;0.06396639663966398;0.11341134113411341;0.08508428537189422
5;10;5;lstm;3;0.013937282229965148;0.037910882510185644;0.04556716995741386;0.06620209059233449;0.08799800382600016
5;10;5;lstm;4;0.014313725490196065;0.04017146066294674;0.033741830065359475;0.06274509803921569;0.09789195186481181
5;10;5;lstm;5;0.01671641791044773;0.04951077429231016;0.04558457711442788;0.07686567164179105;0.11908531222515391
6;10;5;lstm;1;0.018723404255319154;0.056773049645390074;0.053581560283687935;0.08723404255319149;0.057247449178284913
6;10;5;lstm;2;0.025202520252025153;0.0650318927996696;0.06275127512751277;0.10891089108910891;0.07781417272509387
6;10;5;lstm;3;0.014401858304297317;0.04060984827535349;0.050774293457220294;0.06852497096399536;0.08051235132662397
6;10;5;lstm;4;0.013137254901960771;0.033636112339672716;0.03428104575163399;0.059803921568627454;0.09678245284629171
6;10;5;lstm;5;0.015522388059701464;0.044725429040547014;0.04256218905472637;0.06940298507462686;0.1148636763412489
7;10;5;lstm;1;0.023404255319148925;0.06781602002503129;0.05833333333333332;0.10851063829787234;0.05779266297998287
7;10;5;lstm;2;0.028622862286228564;0.07152226515706346;0.06554155415541556;0.11791179117911792;0.08492450267636015
7;10;5;lstm;3;0.01718931475029034;0.046779207735880964;0.052864885791715076;0.08130081300813008;0.08533643849288863
7;10;5;lstm;4;0.01450980392156861;0.04113556106203166;0.03792483660130719;0.06764705882352941;0.1012204489203721
7;10;5;lstm;5;0.018208955223880562;0.05481816590567193;0.04827114427860699;0.08059701492537313;0.13218997361477572
8;10;5;lstm;1;0.023829787234042544;0.07057720960724716;0.05581560283687943;0.10851063829787234;0.05716956149232806
8;10;5;lstm;2;0.031323132313231285;0.07282514671568796;0.06824182418241827;0.12871287128712872;0.08268754493888313
8;10;5;lstm;3;0.01672473867595817;0.04984918911596688;0.05121951219512196;0.07897793263646923;0.09149130832570906
8;10;5;lstm;4;0.015294117647058802;0.045139277933395595;0.0363562091503268;0.07254901960784314;0.104378253819237
8;10;5;lstm;5;0.017313432835820868;0.0492196702885196;0.048208955223880606;0.07761194029850746;0.13095866314863677
1;12;5;lstm;1;0.022553191489361697;0.06140070921985816;0.05719858156028368;0.09787234042553192;0.05561180777319106
1;12;5;lstm;2;0.024662466246624618;0.06262022306126719;0.05637563756375643;0.10621062106210621;0.09491092114723976
1;12;5;lstm;3;0.01718931475029034;0.045897627343620365;0.05176151761517615;0.07549361207897794;0.08966148215919488
1;12;5;lstm;4;0.01588235294117645;0.04468047475400417;0.039395424836601314;0.07058823529411765;0.1116326704787915
1;12;5;lstm;5;0.015970149253731317;0.049445583438120756;0.04430348258706468;0.07164179104477612;0.12902374670184696
2;12;5;lstm;1;0.020851063829787235;0.06236068895643364;0.05801418439716311;0.09574468085106383;0.05935041669911987
2;12;5;lstm;2;0.025022502250224968;0.06259557773959215;0.06068106810681071;0.10711071107110712;0.08939841815131422
2;12;5;lstm;3;0.016957026713124258;0.04408449016462952;0.04974835462640342;0.07665505226480836;0.08899609082591699
2;12;5;lstm;4;0.014901960784313705;0.040801347345465006;0.03620915032679738;0.06862745098039216;0.1058291371511479
2;12;5;lstm;5;0.017611940298507427;0.05095059897840352;0.04839552238805972;0.08134328358208955;0.12673702726473174
3;12;5;lstm;1;0.017446808510638304;0.057304964539007096;0.05223404255319148;0.08085106382978724;0.06581509463353843
3;12;5;lstm;2;0.0221422142214221;0.0574029480870165;0.055220522052205255;0.0963096309630963;0.09227450667092754
3;12;5;lstm;3;0.015098722415795574;0.0394207547517652;0.04221835075493612;0.06968641114982578;0.09598269982533478
3;12;5;lstm;4;0.012941176470588223;0.037239526039835644;0.03245098039215686;0.060784313725490195;0.1138516685158317
3;12;5;lstm;5;0.01671641791044773;0.04750202226490143;0.04445273631840799;0.07537313432835821;0.1434476693051891
4;12;5;lstm;1;0.01914893617021277;0.0574645390070922;0.05209219858156028;0.08936170212765958;0.059038865955292466
4;12;5;lstm;2;0.025022502250224975;0.06772981645990689;0.05868586858685874;0.10801080108010801;0.0861228728928657
4;12;5;lstm;3;0.015098722415795574;0.0407356709621518;0.04527680991095624;0.07200929152148665;0.08209265574315895
4;12;5;lstm;4;0.014117647058823514;0.04005624363596501;0.033120915032679735;0.06470588235294118;0.09857472049159341
4;12;5;lstm;5;0.015522388059701466;0.044551390806807284;0.04370646766169155;0.06940298507462686;0.12805628847845207
5;12;5;lstm;1;0.022127659574468078;0.05785460992907801;0.050886524822695026;0.09361702127659574;0.05740322455019861
5;12;5;lstm;2;0.02664266426642659;0.0663988476769755;0.06414641464146419;0.11071107110711072;0.08532395941519534
5;12;5;lstm;3;0.0178861788617886;0.04619674428036796;0.049961285327139004;0.08013937282229965;0.0857523080761873
5;12;5;lstm;4;0.013725490196078417;0.04168064778358896;0.03480392156862745;0.06568627450980392;0.107792096953145
5;12;5;lstm;5;0.017313432835820864;0.04926776374537569;0.04680348258706469;0.07761194029850746;0.11750219876868953
6;12;5;lstm;1;0.018297872340425538;0.055780141843971634;0.0454964539007092;0.08723404255319149;0.05997351818677467
