t_id;t_date;c_id;recency;payment;item_code;category_code;method_code
528282.0;2017-07-06;2639;73;3;2452;4;7
528283.0;2017-07-06;2639;73;1;2701;4;7
528284.0;2017-07-06;2639;73;1;2514;4;7
528287.0;2017-07-06;939;73;2;2074;5;1
528311.0;2017-07-06;1532;73;1;2457;4;2
528312.0;2017-07-06;1532;73;1;2538;4;2
528313.0;2017-07-06;1532;73;5;2453;4;2
528314.0;2017-07-06;1532;73;2;2731;4;2
528303.0;2017-07-06;2680;73;5;1531;9;2
528306.0;2017-07-06;2680;73;4;114;9;2
528315.0;2017-07-06;2681;73;1;92;3;1
528316.0;2017-07-06;2681;73;1;2594;3;1
528317.0;2017-07-06;2681;73;1;1871;3;1
528318.0;2017-07-06;2681;73;2;906;3;1
528323.0;2017-07-06;90;73;6;259;2;1
528320.0;2017-07-06;441;73;7;417;8;7
528338.0;2017-07-06;2084;73;7;2744;4;1
528339.0;2017-07-06;2084;73;2;2824;4;1
528342.0;2017-07-06;1529;73;3;59;7;7
528343.0;2017-07-06;1529;73;2;204;7;7
528344.0;2017-07-06;1529;73;1;60;7;7
528345.0;2017-07-06;1529;73;3;19;7;7
528346.0;2017-07-06;1529;73;2;313;7;7
528358.0;2017-07-06;1529;73;3;19;7;1
528359.0;2017-07-06;1529;73;2;313;7;1
528360.0;2017-07-06;1529;73;2;204;7;1
528364.0;2017-07-06;2682;73;2;2731;4;1
528365.0;2017-07-06;2682;73;2;2854;3;1
528366.0;2017-07-06;2682;73;7;2855;5;1
528367.0;2017-07-06;2182;73;2;2856;5;1
528379.0;2017-07-06;2465;73;3;2483;2;7
528388.0;2017-07-06;2683;73;2;2039;1;1
528389.0;2017-07-06;2683;73;5;2744;4;1
528390.0;2017-07-06;2683;73;2;137;7;1
528396.0;2017-07-06;80;73;233;1767;8;7
528432.0;2017-07-06;1864;73;66;1560;5;7
528430.0;2017-07-06;440;73;5;2857;6;1
528436.0;2017-07-06;842;73;13;2858;8;1
528441.0;2017-07-06;2684;73;3;573;4;7
528442.0;2017-07-06;2684;73;5;2793;4;7
528443.0;2017-07-06;2684;73;1;2457;4;7
528444.0;2017-07-06;2684;73;4;2571;4;7
528445.0;2017-07-06;2684;73;2;2550;4;7
528446.0;2017-07-06;2684;73;2;2859;4;7
528486.0;2017-07-06;1814;73;4;707;1;1
528511.0;2017-07-06;2685;73;3;201;5;1
528512.0;2017-07-06;2685;73;6;1058;5;1
528520.0;2017-07-06;2554;73;3;1490;5;1
528529.0;2017-07-06;2335;73;5;2793;4;1
528530.0;2017-07-06;2335;73;2;2581;4;1
528533.0;2017-07-06;2599;73;4;1494;1;1
528567.0;2017-07-06;2686;73;66;1560;5;1
528577.0;2017-07-06;2522;73;8;2218;5;3
528580.0;2017-07-06;1508;73;1;2483;2;1
528581.0;2017-07-06;1508;73;2;2647;2;1
528582.0;2017-07-06;1508;73;2;2852;2;1
528589.0;2017-07-06;2687;73;5;2635;2;2
528590.0;2017-07-06;2687;73;4;2061;2;2
528585.0;2017-07-06;944;73;4;2566;4;7
528593.0;2017-07-06;2688;73;1;2483;2;7
528600.0;2017-07-06;30;73;29;2121;8;1
528623.0;2017-07-06;2689;73;3;2452;4;7
528624.0;2017-07-06;2689;73;6;2860;7;7
528626.0;2017-07-06;2689;73;2;69;3;7
528627.0;2017-07-06;2689;73;1;801;7;7
528628.0;2017-07-06;2689;73;1;2463;4;7
528658.0;2017-07-06;2689;73;1;1657;2;7
528659.0;2017-07-06;2689;73;5;1782;2;7
528697.0;2017-07-07;635;73;1;2493;4;1
528698.0;2017-07-07;635;73;1;2861;4;1
528699.0;2017-07-07;635;73;2;2862;4;1
528700.0;2017-07-07;2690;73;2;204;7;1
528754.0;2017-07-07;2691;73;14;892;2;1
528766.0;2017-07-07;380;73;1;2247;7;1
528777.0;2017-07-07;2692;73;1;2457;4;1
528778.0;2017-07-07;2692;73;1;2538;4;1
528797.0;2017-07-07;1136;73;1;2133;2;1
528798.0;2017-07-07;1136;73;2;490;6;1
528799.0;2017-07-07;1136;73;2;2320;1;1
528803.0;2017-07-07;1136;73;2;1534;1;1
528795.0;2017-07-07;1096;73;4;1935;2;7
528810.0;2017-07-07;2693;73;5;1678;9;1
528811.0;2017-07-07;2693;73;3;2179;2;1
528812.0;2017-07-07;822;73;6;2863;9;3
528824.0;2017-07-07;2567;73;4;1379;4;1
528827.0;2017-07-07;428;73;2;34;2;2
528829.0;2017-07-07;2616;73;4;2435;1;1
528831.0;2017-07-07;2616;73;4;2830;1;1
528833.0;2017-07-07;2616;73;1;2483;2;1
528838.0;2017-07-07;47;73;2;2864;3;3
528839.0;2017-07-07;47;73;1;2468;3;3
528863.0;2017-07-07;2694;73;5;1668;5;1
528864.0;2017-07-07;2694;73;2;34;2;1
528856.0;2017-07-07;2036;73;2;2536;4;1
528857.0;2017-07-07;2036;73;1;2512;4;1
528858.0;2017-07-07;2036;73;1;2554;4;1
528865.0;2017-07-07;2465;73;4;1526;2;7
528868.0;2017-07-07;2465;73;2;229;6;7
528870.0;2017-07-07;2465;73;2;245;6;7
528874.0;2017-07-07;2465;73;4;2416;2;7
528878.0;2017-07-07;2695;73;97;839;5;2
528892.0;2017-07-07;1799;73;7;2025;2;3
528913.0;2017-07-07;2696;73;9;2865;2;1
528942.0;2017-07-07;2697;73;8;2218;5;1
528946.0;2017-07-07;1807;73;2;2334;3;1
528949.0;2017-07-07;1807;73;4;2241;3;1
529028.0;2017-07-07;2699;73;5;2362;5;1
529043.0;2017-07-07;2700;73;5;2522;6;1
529056.0;2017-07-07;1272;73;66;1560;5;3
529058.0;2017-07-07;2701;73;7;1623;1;1
529060.0;2017-07-07;2701;73;3;49;1;1
529061.0;2017-07-07;2701;73;2;2866;5;1
529055.0;2017-07-07;1272;73;66;1560;5;3
529062.0;2017-07-07;2702;73;4;62;1;1
529063.0;2017-07-07;2702;73;4;66;1;1
529143.0;2017-07-07;272;73;3;2808;2;1
529144.0;2017-07-07;272;73;4;2680;2;1
529146.0;2017-07-07;272;73;5;2712;6;1
529180.0;2017-07-07;2703;73;3;1650;9;1
529181.0;2017-07-07;2703;73;1;2483;2;1
529182.0;2017-07-07;2703;73;5;485;5;1
529148.0;2017-07-07;2704;73;1;2867;4;1
529149.0;2017-07-07;2704;73;5;2793;4;1
529150.0;2017-07-07;2704;73;2;2868;4;1
529151.0;2017-07-07;2704;73;2;2520;4;1
529152.0;2017-07-07;2704;73;2;2778;4;1
529153.0;2017-07-07;2704;73;2;2731;4;1
529154.0;2017-07-07;2704;73;2;230;4;1
529155.0;2017-07-07;2704;73;2;1396;4;1
529157.0;2017-07-07;2704;73;9;2453;4;1
529158.0;2017-07-07;2704;73;1;2491;4;1
529159.0;2017-07-07;2704;73;2;2597;4;1
529160.0;2017-07-07;2704;73;3;2563;4;1
529161.0;2017-07-07;2704;73;2;2788;4;1
529162.0;2017-07-07;2704;73;1;2540;4;1
529163.0;2017-07-07;2704;73;2;2501;4;1
529164.0;2017-07-07;2704;73;2;406;4;1
529165.0;2017-07-07;2704;73;2;2498;4;1
529166.0;2017-07-07;2704;73;3;2582;4;1
529167.0;2017-07-07;2704;73;1;2538;4;1
529168.0;2017-07-07;2704;73;1;2457;4;1
529169.0;2017-07-07;2704;73;3;2581;4;1
529173.0;2017-07-07;2704;73;3;2767;4;1
529175.0;2017-07-07;2704;73;11;35;4;1
529176.0;2017-07-07;2704;73;1;2458;4;1
529177.0;2017-07-07;2704;73;1;2708;4;1
529185.0;2017-07-07;58;73;1;2445;4;1
529186.0;2017-07-07;58;73;3;1806;5;1
529187.0;2017-07-07;58;73;3;1771;5;1
529188.0;2017-07-07;58;73;1;2063;5;1
529201.0;2017-07-07;1866;73;2;344;1;3
529206.0;2017-07-07;206;73;43;1664;6;1
529223.0;2017-07-07;902;73;5;2022;2;1
529229.0;2017-07-07;2690;73;2;260;7;1
529236.0;2017-07-07;2705;73;9;1687;5;1
529242.0;2017-07-07;2706;73;4;1366;4;1
529243.0;2017-07-07;2706;73;4;1379;4;1
529244.0;2017-07-07;2706;73;5;715;3;1
529262.0;2017-07-07;1940;73;5;2313;5;3
529263.0;2017-07-07;1940;73;1;450;7;3
529264.0;2017-07-07;2705;73;4;78;2;1
529265.0;2017-07-07;2705;73;2;2866;5;1
529276.0;2017-07-07;930;73;6;2869;4;1
529279.0;2017-07-08;1087;73;2;1335;7;1
529280.0;2017-07-08;1087;73;1;19;7;1
529281.0;2017-07-08;1087;73;5;448;7;1
529284.0;2017-07-08;1366;73;3;2483;2;1
529314.0;2017-07-08;2707;73;2;344;1;1
529315.0;2017-07-08;2707;73;3;2449;1;1
529323.0;2017-07-08;2708;73;3;1833;5;1
529324.0;2017-07-08;2708;73;2;795;8;1
529326.0;2017-07-08;2708;73;2;2073;5;1
529412.0;2017-07-08;2709;73;76;2568;5;1
529413.0;2017-07-08;2709;73;3;479;5;1
529414.0;2017-07-08;2709;73;3;2558;5;1
529430.0;2017-07-08;930;73;6;2869;4;1
529431.0;2017-07-08;749;73;9;2067;8;1
529456.0;2017-07-08;2563;73;4;1787;1;1
529459.0;2017-07-08;2580;73;16;35;4;1
529469.0;2017-07-08;2660;73;2;2331;9;1
529470.0;2017-07-08;2660;73;2;206;9;1
529494.0;2017-07-08;2710;73;2;1483;9;1
529495.0;2017-07-08;2710;73;2;2331;9;1
529520.0;2017-07-08;1762;73;2;2774;5;1
529528.0;2017-07-08;2465;73;6;194;8;3
529529.0;2017-07-08;634;73;5;2870;9;1
529536.0;2017-07-08;2711;73;2;2654;1;1
529538.0;2017-07-08;2712;73;2;2731;4;1
529550.0;2017-07-08;1807;73;1;271;7;1
529551.0;2017-07-08;1807;73;2;668;7;1
529552.0;2017-07-08;1807;73;1;534;7;1
529553.0;2017-07-08;1807;73;4;675;7;1
529554.0;2017-07-08;1807;73;2;2404;3;1
529555.0;2017-07-08;1807;73;1;415;7;1
529568.0;2017-07-08;204;73;24;1942;5;1
529567.0;2017-07-08;204;73;24;1942;5;1
529573.0;2017-07-08;2695;73;97;839;5;7
529610.0;2017-07-08;2282;73;1;413;7;1
529630.0;2017-07-08;2713;73;76;496;5;1
529641.0;2017-07-08;2714;73;1;2063;5;1
529642.0;2017-07-08;2714;73;2;36;1;1
529645.0;2017-07-08;2714;73;3;2871;5;1
529650.0;2017-07-08;1037;73;6;2869;4;1
529651.0;2017-07-08;2715;73;185;2242;10;1
529652.0;2017-07-08;2483;73;6;2869;4;1
529657.0;2017-07-08;2003;73;7;1926;5;3
529675.0;2017-07-08;2716;73;6;1699;5;1
529676.0;2017-07-08;2716;73;3;1147;5;1
529698.0;2017-07-08;585;73;7;417;8;1
529720.0;2017-07-08;2717;73;4;2872;2;1
529721.0;2017-07-08;2717;73;6;1532;8;1
529722.0;2017-07-08;1595;73;2;283;1;1
529727.0;2017-07-08;1413;73;2;2774;5;1
529729.0;2017-07-08;1413;73;5;1983;5;1
529730.0;2017-07-08;1413;73;59;2140;5;1
529731.0;2017-07-08;1413;73;2;2552;5;1
529760.0;2017-07-08;603;73;2;2774;5;1
529761.0;2017-07-08;603;73;4;2731;4;1
529762.0;2017-07-08;603;73;1;2063;5;1
529820.0;2017-07-09;2692;73;3;2792;4;1
529839.0;2017-07-09;2718;73;3;201;5;3
529864.0;2017-07-09;2719;73;3;2447;1;1
529867.0;2017-07-09;2719;73;1;1907;7;1
529869.0;2017-07-09;2720;73;6;2731;4;1
529876.0;2017-07-09;1168;73;15;203;8;1
529877.0;2017-07-09;1168;73;3;1650;9;1
529896.0;2017-07-09;2721;73;1;72;5;1
529897.0;2017-07-09;2721;73;2;314;5;1
529898.0;2017-07-09;2721;73;5;739;3;1
529899.0;2017-07-09;2721;73;3;201;5;1
529943.0;2017-07-09;2722;73;1;876;5;1
529944.0;2017-07-09;2722;73;5;1668;5;1
529953.0;2017-07-09;1995;73;3;2471;1;7
529954.0;2017-07-09;2723;73;5;1506;1;1
529955.0;2017-07-09;2723;73;1;2617;2;1
529959.0;2017-07-09;2086;73;4;114;9;1
529960.0;2017-07-09;2086;73;5;1445;3;1
529978.0;2017-07-09;2663;73;4;425;2;1
529987.0;2017-07-09;1167;73;6;2816;4;1
529988.0;2017-07-09;1167;73;6;2818;4;1
529989.0;2017-07-09;1167;73;6;2817;4;1
529990.0;2017-07-09;1167;73;4;156;4;1
529991.0;2017-07-09;1167;73;5;2873;4;1
530008.0;2017-07-09;730;73;12;1320;6;1
530022.0;2017-07-09;2487;73;15;1995;8;7
530023.0;2017-07-09;2487;73;15;203;8;7
530030.0;2017-07-09;1255;73;6;2874;1;1
530033.0;2017-07-09;1255;73;2;2038;1;1
530037.0;2017-07-09;1366;73;2;2654;1;1
530039.0;2017-07-09;2483;73;4;2875;4;1
530040.0;2017-07-09;2483;73;5;2876;4;1
530047.0;2017-07-09;2039;73;9;2877;4;1
530048.0;2017-07-09;1931;73;9;2877;4;1
530050.0;2017-07-09;1037;73;9;2877;4;1
530052.0;2017-07-09;930;73;9;2877;4;1
530055.0;2017-07-09;1133;73;9;2877;4;1
530071.0;2017-07-09;2724;73;6;2731;4;1
530072.0;2017-07-09;759;73;2;2774;5;1
530088.0;2017-07-09;707;73;4;516;2;1
530089.0;2017-07-09;707;73;2;2037;2;1
530104.0;2017-07-09;274;73;17;2287;9;1
530143.0;2017-07-09;2725;73;1;2487;4;1
530145.0;2017-07-09;2725;73;2;2490;2;1
530146.0;2017-07-09;2725;73;4;2571;4;1
530147.0;2017-07-09;2725;73;1;2574;4;1
530148.0;2017-07-09;2725;73;1;2695;4;1
530149.0;2017-07-09;2725;73;1;2615;4;1
530151.0;2017-07-09;205;73;8;2371;2;1
530167.0;2017-07-10;1844;72;1;422;5;1
530169.0;2017-07-10;1844;72;2;1700;5;1
530194.0;2017-07-10;1781;72;5;1889;2;5
530230.0;2017-07-10;681;72;3;2125;2;1
530244.0;2017-07-10;879;72;2;2398;1;3
530279.0;2017-07-10;2726;72;4;2216;2;3
530280.0;2017-07-10;2726;72;4;2249;2;3
530294.0;2017-07-10;344;72;17;1853;8;3
530306.0;2017-07-10;1953;72;18;2197;8;3
530317.0;2017-07-10;2383;72;4;1924;9;1
530329.0;2017-07-10;2669;72;2;2483;2;1
530334.0;2017-07-10;2246;72;2;366;7;2
530335.0;2017-07-10;2246;72;1;413;7;2
530336.0;2017-07-10;2246;72;2;273;7;2
530338.0;2017-07-10;2727;72;2;814;7;1
530339.0;2017-07-10;2727;72;2;272;7;1
530340.0;2017-07-10;2727;72;1;365;7;1
530341.0;2017-07-10;2727;72;3;178;4;1
530342.0;2017-07-10;2727;72;2;404;7;1
530343.0;2017-07-10;1234;72;15;2878;6;1
530344.0;2017-07-10;1234;72;15;2879;6;1
530348.0;2017-07-10;2728;72;2;206;9;1
530349.0;2017-07-10;2728;72;2;2880;9;1
530350.0;2017-07-10;2728;72;4;1924;9;1
530359.0;2017-07-10;2729;72;3;201;5;1
530360.0;2017-07-10;2729;72;2;2856;5;1
530386.0;2017-07-10;1466;72;32;447;5;3
530381.0;2017-07-10;2730;72;4;1924;9;1
530385.0;2017-07-10;1466;72;63;447;5;3
530389.0;2017-07-10;2731;72;4;2881;3;4
530391.0;2017-07-10;722;72;10;530;1;1
530401.0;2017-07-10;2172;72;5;2723;6;1
530402.0;2017-07-10;1261;72;15;1588;6;1
530403.0;2017-07-10;1261;72;15;775;6;1
530406.0;2017-07-10;117;72;4;178;4;1
530439.0;2017-07-10;246;72;4;796;2;1
530437.0;2017-07-10;204;72;24;1942;5;1
530438.0;2017-07-10;204;72;24;1942;5;1
530445.0;2017-07-10;2426;72;11;327;5;1
530456.0;2017-07-10;2332;72;4;2028;1;1
530485.0;2017-07-10;2732;72;7;2095;6;1
530486.0;2017-07-10;2732;72;1;2482;4;1
530487.0;2017-07-10;2732;72;1;2529;4;1
530488.0;2017-07-10;2732;72;2;2597;4;1
530489.0;2017-07-10;2732;72;1;2724;4;1
530490.0;2017-07-10;2732;72;2;2882;4;1
530501.0;2017-07-10;2733;72;3;2883;4;3
530502.0;2017-07-10;2733;72;1;1148;5;3
530541.0;2017-07-10;1392;72;11;35;4;1
530538.0;2017-07-10;2734;72;3;1483;9;1
530555.0;2017-07-10;1403;72;7;122;8;1
530577.0;2017-07-10;2735;72;4;851;2;1
530579.0;2017-07-10;2736;72;2;2069;3;1
530580.0;2017-07-10;2736;72;1;1700;5;1
530581.0;2017-07-10;2736;72;1;422;5;1
530582.0;2017-07-10;2736;72;1;2188;5;1
530583.0;2017-07-10;2736;72;2;1659;5;1
530598.0;2017-07-10;2737;72;8;279;7;7
530603.0;2017-07-10;1317;72;2;896;5;1
530605.0;2017-07-10;2738;72;1;72;5;1
530606.0;2017-07-10;2738;72;2;924;5;1
530607.0;2017-07-10;2738;72;3;2871;5;1
530610.0;2017-07-11;2739;72;1;2104;2;1
530618.0;2017-07-11;58;72;1;2104;2;1
530679.0;2017-07-11;2179;72;1;2483;2;1
530692.0;2017-07-11;2740;72;17;2884;2;2
530698.0;2017-07-11;2120;72;3;49;1;1
530712.0;2017-07-11;2172;72;5;2723;6;1
530726.0;2017-07-11;2741;72;6;646;5;1
530729.0;2017-07-11;2741;72;6;2885;5;1
530736.0;2017-07-11;1392;72;16;2342;4;1
530737.0;2017-07-11;1392;72;11;2744;4;1
530746.0;2017-07-11;2580;72;11;2744;4;1
530747.0;2017-07-11;2580;72;16;2342;4;1
530752.0;2017-07-11;2268;72;4;2836;9;1
530766.0;2017-07-11;2194;72;7;185;2;1
530771.0;2017-07-11;2742;72;2;68;2;1
530772.0;2017-07-11;2742;72;4;796;2;1
530773.0;2017-07-11;2742;72;1;119;7;1
530783.0;2017-07-11;2743;72;5;485;5;1
530784.0;2017-07-11;2743;72;2;2886;2;1
530797.0;2017-07-11;657;72;8;191;2;1
530807.0;2017-07-11;1503;72;1;1675;7;3
530815.0;2017-07-11;2744;72;2;1376;2;1
530816.0;2017-07-11;2744;72;2;2887;5;1
530817.0;2017-07-11;2744;72;4;2377;4;1
530826.0;2017-07-11;1317;72;4;898;5;1
530829.0;2017-07-11;341;72;7;493;2;1
530828.0;2017-07-11;341;72;21;493;2;1
530832.0;2017-07-11;2657;72;4;1668;5;3
530846.0;2017-07-11;940;72;1;2759;5;4
530847.0;2017-07-11;940;72;4;1962;5;4
530848.0;2017-07-11;940;72;6;2888;5;4
530851.0;2017-07-11;146;72;8;720;2;1
530842.0;2017-07-11;1008;72;2;2597;4;1
530843.0;2017-07-11;1008;72;4;2435;1;1
530845.0;2017-07-11;1008;72;1;2521;4;1
530882.0;2017-07-11;889;72;5;1983;5;1
530892.0;2017-07-11;479;72;11;1872;5;1
530905.0;2017-07-11;482;72;2;2774;5;1
530906.0;2017-07-11;482;72;3;2280;9;1
530907.0;2017-07-11;482;72;1;2852;2;1
530908.0;2017-07-11;482;72;4;1485;9;1
530909.0;2017-07-11;482;72;2;1958;3;1
530918.0;2017-07-11;2745;72;2;2889;5;5
530919.0;2017-07-11;2330;72;1;2259;5;1
530920.0;2017-07-11;2330;72;1;2359;2;1
530921.0;2017-07-11;2330;72;3;922;3;1
530922.0;2017-07-11;2330;72;2;2889;5;1
530932.0;2017-07-11;2746;72;6;389;5;1
530933.0;2017-07-11;2746;72;1;2416;2;1
530946.0;2017-07-11;2330;72;2;2889;5;1
530947.0;2017-07-11;2330;72;3;922;3;1
530948.0;2017-07-11;2330;72;1;2259;5;1
530949.0;2017-07-11;2330;72;1;2359;2;1
530912.0;2017-07-11;695;72;12;1854;8;1
530916.0;2017-07-11;1682;72;8;1401;10;1
530954.0;2017-07-11;2305;72;1;1251;7;1
530955.0;2017-07-11;2305;72;3;17;1;1
530941.0;2017-07-11;414;72;5;2890;2;1
530942.0;2017-07-11;414;72;3;2891;2;1
530943.0;2017-07-11;414;72;2;2017;5;1
530957.0;2017-07-11;2408;72;8;2619;5;1
530958.0;2017-07-11;2408;72;1;2759;5;1
530928.0;2017-07-11;2648;72;3;2852;2;1
530929.0;2017-07-11;2648;72;2;2416;2;1
530930.0;2017-07-11;2648;72;3;1465;4;1
530953.0;2017-07-11;1552;72;2;2892;2;1
530967.0;2017-07-11;2413;72;6;327;5;1
530977.0;2017-07-11;2748;72;2;2731;4;1
530978.0;2017-07-11;2748;72;3;2732;4;1
530979.0;2017-07-11;2748;72;4;1878;3;1
530996.0;2017-07-11;2749;72;1;2759;5;1
530997.0;2017-07-11;2749;72;1;2416;2;1
530998.0;2017-07-11;2749;72;2;34;2;1
530999.0;2017-07-11;666;72;1;2416;2;1
531000.0;2017-07-11;666;72;5;1377;2;1
531001.0;2017-07-11;666;72;2;2893;5;1
531002.0;2017-07-11;1583;72;3;2784;5;1
531003.0;2017-07-11;1583;72;4;1485;9;1
531004.0;2017-07-11;1583;72;3;2179;2;1
531005.0;2017-07-11;1583;72;1;2416;2;1
531006.0;2017-07-11;840;72;3;2784;5;1
531007.0;2017-07-11;840;72;6;2204;5;1
531008.0;2017-07-11;840;72;1;2759;5;1
531009.0;2017-07-11;840;72;1;2416;2;1
531048.0;2017-07-11;134;72;2;2416;2;1
531049.0;2017-07-11;134;72;2;2889;5;1
530986.0;2017-07-11;2750;72;2;359;5;1
530987.0;2017-07-11;2750;72;5;1983;5;1
531068.0;2017-07-11;2275;72;1;2759;5;1
531069.0;2017-07-11;2275;72;1;2416;2;1
531070.0;2017-07-11;2275;72;12;2894;10;1
531013.0;2017-07-11;2278;72;6;327;5;1
531014.0;2017-07-11;2278;72;4;2801;5;1
531100.0;2017-07-11;2751;72;5;1377;2;1
531101.0;2017-07-11;2751;72;8;1401;10;1
531102.0;2017-07-11;2751;72;2;2725;2;1
531073.0;2017-07-11;2729;72;5;1983;5;1
531074.0;2017-07-11;2729;72;1;2759;5;1
531075.0;2017-07-11;2729;72;1;2063;5;1
531076.0;2017-07-11;2729;72;3;2895;5;1
531028.0;2017-07-11;2752;72;6;2254;5;1
531029.0;2017-07-11;2752;72;4;1460;5;1
531093.0;2017-07-11;2183;72;5;1377;2;1
531094.0;2017-07-11;2183;72;3;2784;5;1
531095.0;2017-07-11;2183;72;2;898;5;1
531096.0;2017-07-11;2183;72;1;2416;2;1
531097.0;2017-07-11;2183;72;9;2718;5;1
531098.0;2017-07-11;2745;72;13;85;5;5
531099.0;2017-07-11;2745;72;1;2259;5;5
531113.0;2017-07-11;1615;72;1;2759;5;1
531108.0;2017-07-11;2753;72;6;2828;4;1
531109.0;2017-07-11;2753;72;1;1940;3;1
531110.0;2017-07-11;2753;72;5;890;9;1
531035.0;2017-07-11;2754;72;2;898;5;2
531036.0;2017-07-11;2754;72;1;901;5;2
531037.0;2017-07-11;2754;72;2;2759;5;2
531038.0;2017-07-11;2754;72;2;2259;5;2
531039.0;2017-07-11;2754;72;5;1377;2;2
531040.0;2017-07-11;2754;72;11;1872;5;2
531119.0;2017-07-11;962;72;8;2619;5;1
531120.0;2017-07-11;962;72;2;2759;5;1
531121.0;2017-07-11;962;72;4;1962;5;1
531122.0;2017-07-11;962;72;2;359;5;1
531123.0;2017-07-11;2755;72;6;327;5;1
531139.0;2017-07-11;2756;72;11;2231;5;1
531140.0;2017-07-11;2756;72;3;2784;5;1
531141.0;2017-07-11;2756;72;1;2759;5;1
531131.0;2017-07-11;2757;72;1;2559;5;1
531132.0;2017-07-11;2757;72;2;2896;4;1
531133.0;2017-07-11;2757;72;8;1401;10;1
531153.0;2017-07-11;2758;72;2;2759;5;1
531086.0;2017-07-11;302;72;1;2416;2;1
531087.0;2017-07-11;302;72;1;850;5;1
531088.0;2017-07-11;302;72;8;2619;5;1
531089.0;2017-07-11;302;72;1;1940;3;1
531090.0;2017-07-11;2759;72;5;1377;2;2
531091.0;2017-07-11;2759;72;3;2895;5;2
531092.0;2017-07-11;2759;72;6;389;5;2
531154.0;2017-07-11;2760;72;2;2759;5;1
531155.0;2017-07-11;2760;72;2;2416;2;1
531156.0;2017-07-11;2760;72;1;2559;5;1
531157.0;2017-07-11;2760;72;2;2897;2;1
531158.0;2017-07-11;2760;72;2;646;5;1
531159.0;2017-07-11;2760;72;3;2259;5;1
531160.0;2017-07-11;2760;72;11;1872;5;1
531137.0;2017-07-11;544;72;11;327;5;1
531138.0;2017-07-11;2761;72;23;2898;10;1
531145.0;2017-07-11;1918;72;3;2784;5;1
531146.0;2017-07-11;1918;72;2;2892;2;1
531147.0;2017-07-11;1918;72;1;2852;2;1
531148.0;2017-07-11;1918;72;1;2897;2;1
531149.0;2017-07-11;1918;72;1;1148;5;1
531151.0;2017-07-11;2762;72;4;1668;5;1
531111.0;2017-07-11;2697;72;2;2892;2;1
531112.0;2017-07-11;2697;72;8;2619;5;1
531115.0;2017-07-11;657;72;6;2899;2;1
531124.0;2017-07-11;2764;72;2;1605;5;1
531126.0;2017-07-11;2764;72;5;2064;5;1
531188.0;2017-07-11;2550;72;6;327;5;1
531208.0;2017-07-11;493;72;3;2416;2;1
531209.0;2017-07-11;2765;72;1;2259;5;1
531210.0;2017-07-11;2765;72;1;2759;5;1
531211.0;2017-07-11;2765;72;4;2900;2;1
531212.0;2017-07-11;2765;72;2;898;5;1
531213.0;2017-07-11;2765;72;1;901;5;1
531223.0;2017-07-11;2766;72;2;901;5;1
531224.0;2017-07-11;2766;72;4;1148;5;1
531225.0;2017-07-11;2767;72;2;898;5;1
531226.0;2017-07-11;2767;72;1;2416;2;1
531227.0;2017-07-11;2767;72;2;2759;5;1
531229.0;2017-07-11;2365;72;6;327;5;1
531242.0;2017-07-11;887;72;8;2901;3;4
531243.0;2017-07-11;887;72;2;599;7;4
531244.0;2017-07-11;887;72;3;2891;2;4
531245.0;2017-07-11;887;72;4;707;1;4
531203.0;2017-07-11;1739;72;6;327;5;1
531204.0;2017-07-11;1739;72;4;2673;5;1
531205.0;2017-07-11;2752;72;10;2245;5;1
531206.0;2017-07-11;2752;72;2;2866;5;1
531207.0;2017-07-11;2752;72;1;2897;2;1
531218.0;2017-07-11;2768;72;1;2759;5;1
531219.0;2017-07-11;2768;72;4;1668;5;1
531220.0;2017-07-11;2768;72;1;2259;5;1
531221.0;2017-07-11;2768;72;1;2416;2;1
531248.0;2017-07-11;2769;72;1;2759;5;1
531249.0;2017-07-11;2769;72;2;2892;2;1
531250.0;2017-07-11;2769;72;3;2902;5;1
531251.0;2017-07-11;2769;72;2;2893;5;1
531252.0;2017-07-11;2770;72;1;850;5;1
531253.0;2017-07-11;2770;72;1;2852;2;1
531254.0;2017-07-11;2770;72;3;2766;5;1
531255.0;2017-07-11;2770;72;1;901;5;1
531256.0;2017-07-11;2770;72;2;2107;5;1
531261.0;2017-07-11;2741;72;6;2885;5;1
531259.0;2017-07-11;2771;72;2;2759;5;1
531260.0;2017-07-11;478;72;11;1872;5;1
531283.0;2017-07-11;438;72;3;2784;5;4
531284.0;2017-07-11;438;72;5;1377;2;4
531285.0;2017-07-11;438;72;8;1401;10;4
531303.0;2017-07-11;598;72;4;1485;9;1
531302.0;2017-07-11;2772;72;6;2017;5;1
531279.0;2017-07-11;2773;72;1;2852;2;1
531291.0;2017-07-11;2418;72;1;2559;5;3
531292.0;2017-07-11;2418;72;5;1983;5;3
531293.0;2017-07-11;2418;72;1;2416;2;3
531294.0;2017-07-11;2418;72;3;1465;4;3
531295.0;2017-07-11;2418;72;2;1605;5;3
531296.0;2017-07-11;2418;72;1;2259;5;3
531316.0;2017-07-11;2124;72;3;2891;2;1
531317.0;2017-07-11;2124;72;5;1377;2;1
531318.0;2017-07-11;2124;72;3;2419;2;1
531319.0;2017-07-11;2124;72;2;2896;4;1
531321.0;2017-07-11;2774;72;6;2762;4;1
531322.0;2017-07-11;2774;72;4;2903;1;1
531332.0;2017-07-11;2775;72;5;1983;5;1
531333.0;2017-07-11;2775;72;3;1465;4;1
